,,,,,,,,,,,,,,,,,,,,,,,,,,iShares New York Muni Bond ETF
NEW YORK N Y,Local Tax-Backed,Fixed Income,"604,815.12",0.11,"604,815.12","500,000.00",64966MFC8,US64966MFC82,-,118.88,United States,-,USD,5.75,3.05,1.0,"Aug 01, 2033",5.0,8.89,-,0.8,4.11,0.8,USD,"Aug 18, 2016","Aug 18, 2016"
HUDSON YDS INFRASTRUCTURE CORP,Local Tax-Backed,Fixed Income,"603,889.14",0.11,"603,889.14","500,000.00",44420RBC3,US44420RBC34,-,118.89,United States,-,USD,6.95,3.46,1.0,"Feb 15, 2038",5.0,11.33,-,1.19,4.54,1.19,USD,"May 30, 2017","May 30, 2017"
NEW YORK ST DORM AUTH ST PERS,State Tax-Backed,Fixed Income,"602,863.16",0.11,"602,863.16","500,000.00",64990FHZ0,US64990FHZ09,-,119.1,United States,-,USD,5.78,2.98,1.0,"Mar 15, 2033",5.0,8.72,-,0.85,4.23,0.85,USD,"Dec 21, 2018","Dec 21, 2018"
NEW YORK ST DORM AUTH ST PERS,State Tax-Backed,Fixed Income,"602,000.35",0.11,"602,000.35","575,000.00",64990ECK1,US64990ECK10,-,104.47,United States,-,USD,1.59,4.25,1.0,"Dec 15, 2028",5.0,5.85,-,0.31,0.94,0.31,USD,"Jun 28, 2012","Jun 28, 2012"
NEW YORK N Y,Local Tax-Backed,Fixed Income,"601,601.32",0.11,"601,601.32","500,000.00",64966MFG9,US64966MFG96,-,118.24,United States,-,USD,6.26,3.47,1.0,"Aug 01, 2037",5.0,11.03,-,0.93,4.1,0.93,USD,"Aug 18, 2016","Aug 18, 2016"
PORT AUTH N Y & N J,Transportation,Fixed Income,"600,257.02",0.11,"600,257.02","500,000.00",73358WE26,US73358WE265,-,119.38,United States,-,USD,7.59,4.19,1.0,"Nov 15, 2056",5.25,16.38,-,1.15,4.36,1.15,USD,"Nov 16, 2016","Nov 16, 2016"
NEW YORK ST DORM AUTH ST PERS,State Tax-Backed,Fixed Income,"600,034.79",0.11,"600,034.79","500,000.00",64990FUP7,US64990FUP79,-,118.12,United States,-,USD,6.82,3.63,1.0,"Feb 15, 2040",5.0,12.23,-,0.98,4.14,0.98,USD,"Sep 16, 2016","Sep 16, 2016"
NEW YORK ST DORM AUTH REVS NON,Education,Fixed Income,"599,599.05",0.11,"599,599.05","500,000.00",64990GVJ8,US64990GVJ83,-,117.92,United States,-,USD,10.64,3.03,1.0,"Jul 01, 2049",4.0,17.26,-,1.47,6.49,1.47,USD,"Nov 26, 2019","Nov 26, 2019"
PORT AUTH N Y & N J,Transportation,Fixed Income,"598,723.68",0.11,"598,723.68","500,000.00",73358WH23,US73358WH235,-,118.69,United States,-,USD,8.25,4.01,1.0,"Apr 15, 2057",5.0,16.82,-,1.33,4.7,1.33,USD,"May 09, 2017","May 09, 2017"
NEW YORK ST DORM AUTH REVS NON,Education,Fixed Income,"597,871.84",0.11,"597,871.84","500,000.00",65000BAS7,US65000BAS79,-,117.19,United States,-,USD,11.6,3.05,1.0,"Jul 01, 2048",4.0,16.11,-,2.0,7.89,2.0,USD,"May 26, 2021","May 26, 2021"
NEW YORK N Y,Local Tax-Backed,Fixed Income,"597,190.17",0.11,"597,190.17","500,000.00",64966L4L2,US64966L4L20,-,117.35,United States,-,USD,4.31,2.16,1.0,"Aug 01, 2028",5.0,5.61,-,0.68,3.7,0.68,USD,"Mar 10, 2016","Mar 10, 2016"
LONG ISLAND PWR AUTH N Y ELEC,Utility,Fixed Income,"596,411.18",0.11,"596,411.18","500,000.00",5426908L9,US5426908L99,-,117.62,United States,-,USD,6.86,3.73,1.0,"Sep 01, 2041",5.0,12.07,-,1.12,4.18,1.12,USD,"Oct 26, 2016","Oct 26, 2016"
NEW YORK N Y,Local Tax-Backed,Fixed Income,"596,110.06",0.11,"596,110.06","525,000.00",64966LMG3,US64966LMG31,-,111.46,United States,-,USD,3.78,3.68,1.0,"Aug 01, 2032",5.0,8.18,-,0.53,2.41,0.53,USD,"Jun 23, 2014","Jun 23, 2014"
NEW YORK N Y CITY TRANSITIONAL,Local Tax-Backed,Fixed Income,"595,649.87",0.11,"595,649.87","500,000.00",64971WC81,US64971WC815,-,117.05,United States,-,USD,5.51,3.28,1.0,"Feb 01, 2034",5.0,9.15,-,0.75,3.7,0.75,USD,"Feb 26, 2016","Feb 26, 2016"
METROPOLITAN TRANSN AUTH N Y R,Transportation,Fixed Income,"594,717.34",0.11,"594,717.34","500,000.00",59261ADL8,US59261ADL89,-,118.3,United States,-,USD,4.69,1.71,1.0,"Nov 15, 2027",5.0,5.16,-,1.13,4.38,1.13,USD,"Feb 25, 2016","Feb 25, 2016"
NEW YORK N Y CITY TRANSITIONAL,Local Tax-Backed,Fixed Income,"594,134.02",0.11,"594,134.02","500,000.00",64971WL73,US64971WL733,-,117.99,United States,-,USD,5.3,2.97,1.0,"May 01, 2032",5.0,8.21,-,0.77,3.94,0.77,USD,"Jul 28, 2016","Jul 28, 2016"
NEW YORK N Y CITY TRANSITIONAL,State Tax-Backed,Fixed Income,"593,864.17",0.11,"593,864.17","500,000.00",64972HZ39,US64972HZ393,-,116.93,United States,-,USD,8.34,2.72,1.0,"Jul 15, 2038",4.0,12.16,-,1.29,5.76,1.29,USD,"Oct 25, 2018","Oct 25, 2018"
MONROE CNTY N Y INDL DEV AGY S,School Districts,Fixed Income,"593,356.44",0.11,"593,356.44","485,000.00",610730CE1,US610730CE13,-,121.51,United States,-,USD,5.6,2.16,1.0,"May 01, 2030",5.0,6.95,-,0.86,4.76,0.86,USD,"Aug 01, 2017","Aug 01, 2017"
NEW YORK ST URBAN DEV CORP REV,State Tax-Backed,Fixed Income,"593,073.49",0.11,"593,073.49","500,000.00",650036CG9,US650036CG91,-,117.44,United States,-,USD,11.01,2.96,1.0,"Mar 15, 2045",4.0,15.61,-,1.82,7.41,1.82,USD,"Jul 23, 2020","Jul 23, 2020"
NEW YORK ST CONVENTION CENTERDEV C,Local Tax-Backed,Fixed Income,"592,901.39",0.11,"592,901.39","500,000.00",649451EG2,US649451EG22,-,117.94,United States,-,USD,7.61,3.87,1.0,"Nov 15, 2046",5.0,14.9,-,1.2,4.38,1.2,USD,"Sep 22, 2016","Sep 22, 2016"
NEW YORK CITY NY TRANSITIONALFIN A,Local Tax-Backed,Fixed Income,"592,583.62",0.11,"592,583.62","500,000.00",64971WD56,US64971WD565,-,116.43,United States,-,USD,6.1,3.69,1.0,"Feb 01, 2039",5.0,11.7,-,0.89,3.69,0.89,USD,"Feb 26, 2016","Feb 26, 2016"
NEW YORK N Y CITY MUN WTR FIN,Utility,Fixed Income,"591,496.54",0.11,"591,496.54","500,000.00",64972GWL4,US64972GWL49,-,118.12,United States,-,USD,10.61,2.83,1.0,"Jun 15, 2042",4.0,14.5,-,1.69,7.3,1.69,USD,"Feb 13, 2020","Feb 13, 2020"
NEW YORK ST TWY AUTH GEN REV J,Transportation,Fixed Income,"590,020.10",0.11,"590,020.10","500,000.00",650010AZ4,US650010AZ41,-,115.5,United States,-,USD,6.7,3.99,1.0,"Jan 01, 2046",5.0,13.67,-,1.03,3.61,1.03,USD,"May 12, 2016","May 12, 2016"
ONONDAGA CNTY N Y TR CULTURAL,Education,Fixed Income,"588,621.27",0.11,"588,621.27","500,000.00",68276FDS6,US68276FDS65,-,117.39,United States,-,USD,11.01,3.07,1.0,"Dec 01, 2049",4.0,17.45,-,1.65,6.89,1.65,USD,"Dec 19, 2019","Dec 19, 2019"
NEW YORK N Y,Local Tax-Backed,Fixed Income,"588,273.28",0.11,"588,273.28","500,000.00",64966MYB9,US64966MYB98,-,117.24,United States,-,USD,3.61,0.55,1.0,"Dec 01, 2025",5.0,3.61,-,0.55,3.61,0.55,USD,"Mar 13, 2018","Dec 21, 2010"
NEW YORK N Y CITY MUN WTR FIN,Utility,Fixed Income,"587,843.91",0.11,"587,843.91","500,000.00",64972GWH3,US64972GWH37,-,117.35,United States,-,USD,4.03,1.66,1.0,"Jun 15, 2027",5.0,4.85,-,0.56,3.65,0.56,USD,"Feb 13, 2020","Feb 13, 2020"
NEW YORK ST ENVIRONMENTAL FACS,Utility,Fixed Income,"587,670.44",0.11,"587,670.44","500,000.00",64986DJS5,US64986DJS53,-,117.36,United States,-,USD,10.63,3.06,1.0,"Jun 15, 2049",4.0,16.73,-,1.53,6.55,1.53,USD,"Oct 08, 2019","Oct 08, 2019"
METROPOLITAN TRANSN AUTH N Y R,Transportation,Fixed Income,"587,536.54",0.11,"587,536.54","500,000.00",59261AJQ1,US59261AJQ13,-,116.87,United States,-,USD,5.49,2.84,1.0,"Nov 15, 2030",5.0,7.27,-,1.41,4.37,1.41,USD,"Oct 26, 2016","Oct 26, 2016"
NEW YORK N Y CITY TRANSITIONAL,Local Tax-Backed,Fixed Income,"587,478.52",0.11,"587,478.52","500,000.00",64971WYD6,US64971WYD63,-,116.66,United States,-,USD,4.03,1.96,1.0,"Nov 01, 2027",5.0,5.11,-,0.6,3.53,0.6,USD,"Nov 05, 2015","Nov 05, 2015"
NEW YORK N Y CITY TRANSITIONAL,Local Tax-Backed,Fixed Income,"586,858.47",0.11,"586,858.47","500,000.00",64971WXE5,US64971WXE55,-,116.54,United States,-,USD,4.24,2.36,1.0,"Nov 01, 2028",5.0,5.85,-,0.63,3.53,0.63,USD,"Nov 05, 2015","Nov 05, 2015"
NEW YORK ST TWY AUTH GEN REV,Transportation,Fixed Income,"586,146.30",0.11,"586,146.30","500,000.00",650009Q55,US650009Q551,-,115.23,United States,-,USD,7.77,2.69,1.0,"Jan 01, 2036",4.0,10.77,-,1.35,5.32,1.35,USD,"Mar 08, 2018","Mar 08, 2018"
NEW YORK N Y CITY MUN WTR FIN,Utility,Fixed Income,"585,555.79",0.11,"585,555.79","500,000.00",64972GWF7,US64972GWF70,-,116.93,United States,-,USD,11.52,3.1,1.0,"Jun 15, 2050",4.0,17.84,-,1.83,7.29,1.83,USD,"Feb 13, 2020","Feb 13, 2020"
NEW YORK N Y CITY TRANSITIONAL,State Tax-Backed,Fixed Income,"585,114.53",0.11,"585,114.53","500,000.00",64972HXV9,US64972HXV94,-,114.72,United States,-,USD,5.59,3.88,1.0,"Jul 15, 2040",5.0,11.62,-,0.78,3.23,0.78,USD,"Jun 25, 2015","Jun 25, 2015"
NEW YORK LIBERTY DEV CORP LIBE,Transportation,Fixed Income,"584,299.60",0.11,"584,299.60","500,000.00",649519EM3,US649519EM32,-,116.76,United States,-,USD,10.57,2.93,1.0,"Feb 15, 2043",4.0,14.79,-,1.77,7.05,1.77,USD,"Dec 22, 2021","Dec 22, 2021"
PORT AUTH N Y & N J,Transportation,Fixed Income,"580,626.93",0.11,"580,626.93","500,000.00",73358WZH0,US73358WZH05,-,115.07,United States,-,USD,5.88,3.9,1.0,"Oct 15, 2041",5.0,11.69,-,0.94,3.47,0.94,USD,"Oct 20, 2015","Oct 20, 2015"
NEW YORK ST DORM AUTH SALES TA,State Tax-Backed,Fixed Income,"577,603.49",0.11,"577,603.49","500,000.00",64990AJC0,US64990AJC09,-,114.34,United States,-,USD,9.68,3.17,1.0,"Mar 15, 2047",4.0,16.32,-,1.57,5.51,1.57,USD,"Mar 23, 2018","Mar 23, 2018"
SYRACUSE N Y INDL DEV AGY SCH,School Districts,Fixed Income,"577,593.58",0.11,"577,593.58","500,000.00",871683EP9,US871683EP96,-,114.85,United States,-,USD,6.65,2.49,1.0,"May 01, 2033",4.0,9.22,-,1.12,4.84,1.12,USD,"Apr 11, 2019","Apr 11, 2019"
METROPOLITAN TRANSN AUTH N Y R,Transportation,Fixed Income,"576,789.04",0.11,"576,789.04","510,000.00",59261AQN0,US59261AQN09,-,112.58,United States,-,USD,8.85,3.04,1.0,"Nov 15, 2038",4.0,12.48,-,1.89,5.66,1.89,USD,"Dec 14, 2017","Dec 14, 2017"
NEW YORK ST DORM AUTH ST PERS,State Tax-Backed,Fixed Income,"575,507.24",0.11,"575,507.24","500,000.00",64990FTS3,US64990FTS38,-,113.21,United States,-,USD,4.71,3.64,1.0,"Feb 15, 2034",5.0,9.12,-,0.71,2.89,0.71,USD,"Jun 19, 2015","Jun 19, 2015"
NEW YORK ST DORM AUTH ST PERS,State Tax-Backed,Fixed Income,"574,516.41",0.11,"574,516.41","500,000.00",64990FNH3,US64990FNH37,-,113.43,United States,-,USD,5.06,3.7,1.0,"Mar 15, 2035",5.0,9.75,-,0.75,2.97,0.75,USD,"Jan 14, 2015","Jan 14, 2015"
NEW YORK N Y,Local Tax-Backed,Fixed Income,"573,575.63",0.1,"573,575.63","500,000.00",64966LQ46,US64966LQ461,-,114.3,United States,-,USD,5.36,3.64,1.0,"Jun 01, 2035",5.0,9.97,-,0.75,3.18,0.75,USD,"Jun 18, 2015","Jun 18, 2015"
NEW YORK N Y CITY MUN WTR FIN,Utility,Fixed Income,"573,328.06",0.1,"573,328.06","500,000.00",64972GHK3,US64972GHK31,-,114.44,United States,-,USD,5.5,3.76,1.0,"Jun 15, 2037",5.0,11.05,-,0.76,3.22,0.76,USD,"Apr 09, 2015","Apr 09, 2015"
NEW YORK ST DORM AUTH ST PERS,State Tax-Backed,Fixed Income,"572,699.59",0.1,"572,699.59","500,000.00",64990FTW4,US64990FTW40,-,112.65,United States,-,USD,5.17,3.93,1.0,"Feb 15, 2038",5.0,11.16,-,0.88,2.88,0.88,USD,"Jun 19, 2015","Jun 19, 2015"
NEW YORK N Y CITY MUN WTR FIN,Utility,Fixed Income,"570,027.11",0.1,"570,027.11","500,000.00",64972GJV7,US64972GJV77,-,113.78,United States,-,USD,6.41,4.1,1.0,"Jun 15, 2046",5.0,14.71,-,0.94,3.21,0.94,USD,"Nov 24, 2015","Nov 24, 2015"
NEW YORK N Y CITY TRANSITIONAL,Local Tax-Backed,Fixed Income,"569,091.42",0.1,"569,091.42","500,000.00",64971XFB9,US64971XFB91,-,111.73,United States,-,USD,2.42,0.43,1.0,"Aug 01, 2024",5.0,2.41,-,0.43,2.41,0.43,USD,"Aug 10, 2018","Aug 10, 2018"
NEW YORK N Y CITY TRANSITIONAL,Local Tax-Backed,Fixed Income,"568,133.72",0.1,"568,133.72","500,000.00",64971WMW7,US64971WMW72,-,111.54,United States,-,USD,3.47,3.27,1.0,"Aug 01, 2029",5.0,6.26,-,0.5,2.41,0.5,USD,"Nov 13, 2014","Nov 13, 2014"
TRIBOROUGH BRIDGE & TUNNEL AUTH,Transportation,Fixed Income,"567,769.37",0.1,"567,769.37","700,000.00",89602NA20,US89602NA208,-,81.11,United States,-,USD,10.81,1.93,1.0,"Nov 15, 2032",0.0,10.67,-,1.93,10.67,1.93,USD,"Aug 23, 2012","Aug 23, 2012"
METROPOLITAN TRANSN AUTH N Y R,Transportation,Fixed Income,"564,773.04",0.1,"564,773.04","500,000.00",59261ANE3,US59261ANE37,-,112.32,United States,-,USD,2.7,0.66,1.0,"Nov 15, 2024",5.0,2.7,-,0.66,2.7,0.66,USD,"Sep 28, 2017","Sep 28, 2017"
NEW YORK ST TWY AUTH GEN REV,Transportation,Fixed Income,"557,722.70",0.1,"557,722.70","500,000.00",650009N90,US650009N905,-,109.04,United States,-,USD,1.89,0.45,1.0,"Jan 01, 2024",5.0,1.89,-,0.45,1.89,0.45,USD,"Mar 08, 2018","Mar 08, 2018"
NEW YORK ST URBAN DEV CORP REV,State Tax-Backed,Fixed Income,"556,923.65",0.1,"556,923.65","520,000.00",650035ZA9,US650035ZA91,-,105.63,United States,-,USD,1.75,3.97,1.0,"Mar 15, 2028",5.0,5.26,-,0.32,1.17,0.32,USD,"Mar 19, 2013","Mar 19, 2013"
SUFFOLK CNTY N Y WTR AUTH WTRW,Utility,Fixed Income,"555,470.67",0.1,"555,470.67","500,000.00",864784FB4,US864784FB45,-,110.76,United States,-,USD,6.47,3.19,1.0,"Jun 01, 2039",4.0,12.74,-,0.8,3.22,0.8,USD,"Nov 17, 2015","Nov 17, 2015"
NEW YORK ST DORM AUTH ST PERS,State Tax-Backed,Fixed Income,"554,825.31",0.1,"554,825.31","500,000.00",64990EQW0,US64990EQW02,-,109.49,United States,-,USD,4.01,4.06,1.0,"Mar 15, 2035",5.0,9.67,-,0.66,2.09,0.66,USD,"Jul 08, 2014","Jul 08, 2014"
NEW YORK N Y CITY MUN WTR FIN,Utility,Fixed Income,"554,049.51",0.1,"554,049.51","500,000.00",64972GDS0,US64972GDS03,-,110.59,United States,-,USD,4.69,4.14,1.0,"Jun 15, 2039",5.0,11.88,-,0.65,2.34,0.65,USD,"Apr 03, 2014","Apr 03, 2014"
NEW YORK ST DORM AUTH SALES TA,State Tax-Backed,Fixed Income,"552,983.46",0.1,"552,983.46","500,000.00",64990ACG8,US64990ACG85,-,109.12,United States,-,USD,4.55,4.35,1.0,"Mar 15, 2044",5.0,12.85,-,0.82,2.08,0.82,USD,"Oct 23, 2014","Oct 23, 2014"
METROPOLITAN TRANSN AUTH N Y R,Prerefund/Escrow,Fixed Income,"550,285.62",0.1,"550,285.62","525,000.00",59261AUX3,US59261AUX35,-,104.18,United States,-,USD,0.86,0.2,1.0,"Nov 15, 2022",5.0,0.86,-,0.2,0.86,0.2,USD,"Jul 20, 2012","Jul 20, 2012"
ERIE CNTY N Y FISCAL STABILITY,Local Tax-Backed,Fixed Income,"549,766.38",0.1,"549,766.38","445,000.00",29508RKU9,US29508RKU94,-,121.88,United States,-,USD,7.07,3.21,1.0,"Sep 01, 2037",5.0,11.2,-,1.02,4.99,1.02,USD,"Sep 14, 2017","Sep 14, 2017"
NEW YORK N Y,Local Tax-Backed,Fixed Income,"547,616.87",0.1,"547,616.87","500,000.00",64966L4Z1,US64966L4Z16,-,107.44,United States,-,USD,1.51,0.29,1.0,"Aug 01, 2023",5.0,1.51,-,0.29,1.51,0.29,USD,"Mar 10, 2016","Mar 10, 2016"
BATTERY PK CITY AUTH N Y REV,Local Tax-Backed,Fixed Income,"547,154.07",0.1,"547,154.07","500,000.00",07133AGN6,US07133AGN63,-,108.6,United States,-,USD,2.04,2.63,1.0,"Nov 01, 2025",5.0,3.48,-,0.29,1.76,0.29,USD,"Oct 23, 2013","Oct 23, 2013"
NEW YORK N Y CITY MUN WTR FIN,Utility,Fixed Income,"546,302.86",0.1,"546,302.86","500,000.00",64972GSM7,US64972GSM77,-,109.04,United States,-,USD,2.09,2.27,1.0,"Jun 15, 2025",5.0,3.19,-,0.36,1.88,0.36,USD,"Jan 24, 2019","Jan 24, 2019"
NEW YORK ST TWY AUTH SECOND GE,State Tax-Backed,Fixed Income,"542,819.32",0.1,"542,819.32","530,000.00",650014WA7,US650014WA73,-,101.17,United States,-,USD,0.42,4.78,1.0,"Apr 01, 2028",5.0,5.26,-,0.32,0.25,0.32,USD,"Mar 22, 2012","Mar 22, 2012"
NEW YORK N Y CITY MUN WTR FIN,Utility,Fixed Income,"539,626.45",0.1,"539,626.45","505,000.00",64972GBX1,US64972GBX16,-,106.63,United States,-,USD,3.02,4.34,1.0,"Jun 15, 2035",5.0,9.85,-,0.42,1.42,0.42,USD,"Mar 21, 2013","Mar 21, 2013"
NEW YORK ST DORM AUTH ST PERS,Prerefund/Escrow,Fixed Income,"536,239.29",0.1,"536,239.29","500,000.00",64990EKW6,US64990EKW65,-,105.36,United States,-,USD,1.09,0.22,1.0,"Feb 15, 2023",5.0,1.09,-,0.22,1.09,0.22,USD,"Jul 25, 2013","Jul 25, 2013"
NEW YORK ST DORM AUTH ST PERS,State Tax-Backed,Fixed Income,"536,149.79",0.1,"536,149.79","500,000.00",64990EUR6,US64990EUR60,-,105.34,United States,-,USD,1.09,0.23,1.0,"Feb 15, 2023",5.0,1.09,-,0.23,1.09,0.23,USD,"Dec 30, 2014","Dec 30, 2014"
NEW YORK ST DORM AUTH SALES TA,Prerefund/Escrow,Fixed Income,"536,094.36",0.1,"536,094.36","500,000.00",64990AAT2,US64990AAT25,-,105.75,United States,-,USD,1.17,0.22,1.0,"Mar 15, 2023",5.0,1.17,-,0.22,1.17,0.22,USD,"Oct 24, 2013","Oct 24, 2013"
NEW YORK N Y CITY TRANSITIONAL,Local Tax-Backed,Fixed Income,"535,821.47",0.1,"535,821.47","500,000.00",64971XDD7,US64971XDD75,-,106.33,United States,-,USD,1.3,0.24,1.0,"May 01, 2023",5.0,1.3,-,0.24,1.3,0.24,USD,"May 30, 2018","May 30, 2018"
ERIE CNTY NY INDL DEV AGY SCH,School Districts,Fixed Income,"535,752.42",0.1,"535,752.42","500,000.00",29509PKU2,US29509PKU20,-,106.32,United States,-,USD,1.3,0.25,1.0,"May 01, 2023",5.0,1.3,-,0.25,1.3,0.25,USD,"Oct 12, 2016","Oct 12, 2016"
NEW YORK ST TWY AUTH GEN REV,Transportation,Fixed Income,"535,734.64",0.1,"535,734.64","465,000.00",650009G31,US650009G313,-,112.71,United States,-,USD,3.91,3.19,1.0,"Jan 01, 2030",5.0,6.53,-,0.71,2.77,0.71,USD,"Dec 17, 2014","Dec 17, 2014"
NEW YORK N Y,Local Tax-Backed,Fixed Income,"535,203.54",0.1,"535,203.54","470,000.00",64966MAS8,US64966MAS89,-,111.79,United States,-,USD,2.42,0.41,1.0,"Aug 01, 2024",5.0,2.41,-,0.41,2.41,0.41,USD,"May 27, 2016","May 27, 2016"
NEW YORK ST TWY AUTH GEN REV,Transportation,Fixed Income,"534,954.90",0.1,"534,954.90","500,000.00",650009U92,US650009U926,-,105.49,United States,-,USD,12.33,2.71,1.0,"Jan 01, 2049",3.0,18.43,-,2.25,7.02,2.25,USD,"Mar 05, 2020","Mar 05, 2020"
TRIBOROUGH BRDG & TUNL AUTH N,Transportation,Fixed Income,"534,534.39",0.1,"534,534.39","500,000.00",89602NH49,US89602NH492,-,106.27,United States,-,USD,1.9,3.8,1.0,"Nov 15, 2027",5.0,5.06,-,0.41,1.33,0.41,USD,"Jan 29, 2013","Jan 29, 2013"
NASSAU CNTY N Y,Local Tax-Backed,Fixed Income,"532,188.20",0.1,"532,188.20","500,000.00",63165TKJ3,US63165TKJ33,-,105.19,United States,-,USD,3.31,4.61,1.0,"Apr 01, 2043",5.0,12.45,-,0.82,1.21,0.82,USD,"Aug 15, 2013","Aug 15, 2013"
NEW YORK N Y CITY TRANSITIONAL,Local Tax-Backed,Fixed Income,"531,435.76",0.1,"531,435.76","460,000.00",64971WPE4,US64971WPE48,-,114.7,United States,-,USD,3.66,2.29,1.0,"Nov 01, 2027",5.0,5.09,-,0.54,3.1,0.54,USD,"Mar 12, 2015","Mar 12, 2015"
NEW YORK N Y,Prerefund/Escrow,Fixed Income,"530,773.04",0.1,"530,773.04","495,000.00",64966QTH3,US64966QTH38,-,105.56,United States,-,USD,1.13,0.22,1.0,"Mar 01, 2023",5.0,1.13,-,0.22,1.13,0.22,USD,"Mar 19, 2013","Mar 19, 2013"
NEW YORK ST ENVIRONMENTAL FACS,Utility,Fixed Income,"529,483.96",0.1,"529,483.96","520,000.00",64986AV32,US64986AV322,-,101.65,United States,-,USD,0.74,3.6,1.0,"Jun 15, 2026",4.0,4.05,-,0.38,0.45,0.38,USD,"May 31, 2012","May 31, 2012"
NEW YORK ST ENVIRONMENTAL FACS,Utility,Fixed Income,"525,283.07",0.1,"525,283.07","445,000.00",64986DKP9,US64986DKP95,-,117.84,United States,-,USD,10.06,2.94,1.0,"Jun 15, 2045",4.0,15.0,-,1.47,6.55,1.47,USD,"Apr 08, 2020","Apr 08, 2020"
NEW YORK N Y,Local Tax-Backed,Fixed Income,"524,346.32",0.1,"524,346.32","500,000.00",64966LRH6,US64966LRH68,-,102.79,United States,-,USD,0.57,0.22,1.0,"Aug 01, 2022",5.0,0.57,-,0.22,0.57,0.22,USD,"Sep 04, 2014","Sep 04, 2014"
NEW YORK N Y,Prerefund/Escrow,Fixed Income,"524,204.45",0.1,"524,204.45","500,000.00",64966J2D7,US64966J2D75,-,103.59,United States,-,USD,0.74,0.21,1.0,"Oct 01, 2022",5.0,0.74,-,0.21,0.74,0.21,USD,"Oct 23, 2012","Oct 23, 2012"
NEW YORK N Y CITY TRANSITIONAL,Local Tax-Backed,Fixed Income,"523,943.62",0.1,"523,943.62","500,000.00",64971QXS7,US64971QXS73,-,103.96,United States,-,USD,1.25,4.23,1.0,"Nov 01, 2027",5.0,5.0,-,0.25,0.82,0.25,USD,"Aug 28, 2012","Aug 28, 2012"
NEW YORK N Y CITY MUN WTR FIN,Utility,Fixed Income,"523,919.06",0.1,"523,919.06","500,000.00",64972GSL9,US64972GSL94,-,104.56,United States,-,USD,1.02,3.06,1.0,"Jun 15, 2024",5.0,2.3,-,0.22,0.94,0.22,USD,"Jan 24, 2019","Jan 24, 2019"
TRIBOROUGH BRDG & TUNL AUTH N,Transportation,Fixed Income,"523,845.79",0.1,"523,845.79","500,000.00",89602NZZ0,US89602NZZ04,-,104.13,United States,-,USD,0.86,0.26,1.0,"Nov 15, 2022",5.0,0.86,-,0.26,0.86,0.26,USD,"Aug 23, 2012","Aug 23, 2012"
NEW YORK ST DORM AUTH ST PERS,State Tax-Backed,Fixed Income,"523,429.61",0.1,"523,429.61","500,000.00",64990ECM7,US64990ECM75,-,104.46,United States,-,USD,1.76,4.39,1.0,"Dec 15, 2030",5.0,7.2,-,0.32,0.94,0.32,USD,"Jun 28, 2012","Jun 28, 2012"
METROPOLITAN TRANSN AUTH N Y R,Transportation,Fixed Income,"522,257.44",0.1,"522,257.44","500,000.00",59259YQN2,US59259YQN21,-,103.81,United States,-,USD,1.51,4.35,1.0,"Nov 15, 2028",5.0,5.76,-,0.61,0.86,0.61,USD,"Aug 20, 2012","Aug 20, 2012"
NEW YORK ST DORM AUTH ST PERS,State Tax-Backed,Fixed Income,"519,995.57",0.1,"519,995.57","420,000.00",64990FFU3,US64990FFU30,-,121.92,United States,-,USD,4.56,0.64,1.0,"Feb 15, 2027",5.0,4.56,-,0.64,4.56,0.64,USD,"Oct 13, 2017","Oct 13, 2017"
NASSAU CNTY N Y,Local Tax-Backed,Fixed Income,"512,500.00",0.09,"512,500.00","500,000.00",63165TQR9,US63165TQR94,-,100.0,United States,-,USD,0.01,0.0,1.0,"Jan 01, 2022",5.0,0.0,-,0.0,0.0,0.0,USD,"Feb 09, 2016","Feb 09, 2016"
NEW YORK ST,State Tax-Backed,Fixed Income,"512,230.84",0.09,"512,230.84","500,000.00",649791MU1,US649791MU15,-,100.56,United States,-,USD,0.13,0.43,1.0,"Feb 15, 2022",5.0,0.12,-,0.43,0.12,0.43,USD,"Mar 15, 2018","Mar 15, 2018"
NEW YORK N Y,Local Tax-Backed,Fixed Income,"512,130.85",0.09,"512,130.85","500,000.00",64966JD78,US64966JD786,-,101.18,United States,-,USD,0.25,0.29,1.0,"Apr 01, 2022",5.0,0.25,-,0.29,0.25,0.29,USD,"Apr 05, 2012","Apr 05, 2012"
NEW YORK ST DORM AUTH REVS ST,State Tax-Backed,Fixed Income,"512,014.89",0.09,"512,014.89","500,000.00",64990HMN7,US64990HMN79,-,101.76,United States,-,USD,0.41,4.43,1.0,"May 15, 2025",5.0,3.06,-,0.25,0.37,0.25,USD,"Feb 23, 2012","Feb 23, 2012"
NEW YORK ST DORM AUTH ST PERS,State Tax-Backed,Fixed Income,"512,041.01",0.09,"512,041.01","500,000.00",64990EFK8,US64990EFK82,-,100.94,United States,-,USD,0.83,4.9,1.0,"Mar 15, 2035",5.0,9.47,-,0.44,0.21,0.44,USD,"Jul 26, 2012","Jul 26, 2012"
NEW YORK N Y CITY MUN WTR FIN,Utility,Fixed Income,"511,894.21",0.09,"511,894.21","500,000.00",64972F5X0,US64972F5X09,-,102.16,United States,-,USD,1.27,4.77,1.0,"Jun 15, 2034",5.0,9.22,-,0.26,0.45,0.26,USD,"Mar 19, 2012","Mar 19, 2012"
