,,,,,,,,,,,,,,,,,,,,,,,,,,iShares California Muni Bond ETF
BAY AREA TOLL AUTH CALIF TOLL,Transportation,Fixed Income,"4,044,329.10",0.21,"4,044,329.10","3,500,000.00",072024VQ2,US072024VQ22,-,114.55,United States,-,USD,8.75,3.16,1.0,"Apr 01, 2047",4.0,15.44,-,1.14,4.76,1.14,USD,"Aug 23, 2017","Aug 23, 2017"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"4,030,860.60",0.21,"4,030,860.60","3,000,000.00",13063DF37,US13063DF378,-,132.99,United States,-,USD,7.31,1.04,1.0,"Oct 01, 2030",5.0,7.32,-,1.04,7.32,1.04,USD,"Sep 22, 2021","Sep 22, 2021"
EASTERN MUN WTR FING AUTH CALI,Utility,Fixed Income,"4,025,077.80",0.21,"4,025,077.80","3,000,000.00",27677SBK8,US27677SBK87,-,131.67,United States,-,USD,8.5,2.4,1.0,"Jul 01, 2036",5.0,10.74,-,1.09,7.08,1.09,USD,"May 27, 2020","May 27, 2020"
LOS ANGELES CALIF WASTEWTR SYS,Utility,Fixed Income,"4,021,807.42",0.21,"4,021,807.42","3,930,000.00",5446527T1,US5446527T17,-,101.92,United States,-,USD,0.82,4.74,1.0,"Jun 01, 2031",5.0,7.44,-,0.38,0.42,0.38,USD,"May 30, 2012","May 30, 2012"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"4,021,754.26",0.21,"4,021,754.26","3,235,000.00",13063DF60,US13063DF600,-,123.22,United States,-,USD,9.36,2.05,1.0,"Oct 01, 2035",4.0,10.85,-,1.32,7.87,1.32,USD,"Sep 22, 2021","Sep 22, 2021"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"4,013,036.60",0.21,"4,013,036.60","3,525,000.00",13063DJY5,US13063DJY58,-,112.6,United States,-,USD,2.58,0.39,1.0,"Oct 01, 2024",5.0,2.58,-,0.39,2.58,0.39,USD,"Oct 25, 2018","Oct 25, 2018"
UNIVERSITY CALIF REVS FOR PREV,Education,Fixed Income,"4,002,205.64",0.21,"4,002,205.64","3,300,000.00",91412GY25,US91412GY251,-,120.64,United States,-,USD,7.94,3.73,1.0,"May 15, 2047",5.0,15.11,-,1.04,4.79,1.04,USD,"May 18, 2017","May 18, 2017"
METROPOLITAN WTR DIST SOUTHN C,Utility,Fixed Income,"3,998,725.20",0.21,"3,998,725.20","3,000,000.00",59266TSP7,US59266TSP74,-,130.79,United States,-,USD,9.03,2.68,1.0,"Jul 01, 2038",5.0,11.76,-,1.18,7.07,1.18,USD,"Jul 01, 2020","Jul 01, 2020"
SAN FRANCISCO CALIF BAY AREA R,Local Tax-Backed,Fixed Income,"3,998,226.29",0.21,"3,998,226.29","3,700,000.00",797661YG4,US797661YG47,-,106.81,United States,-,USD,11.71,2.65,1.0,"Aug 01, 2049",3.0,17.2,-,2.03,6.72,2.03,USD,"Aug 14, 2019","Aug 14, 2019"
BAY AREA TOLL AUTH CALIF TOLL,Transportation,Fixed Income,"3,987,941.70",0.2,"3,987,941.70","3,455,000.00",072024VS8,US072024VS87,-,114.43,United States,-,USD,8.97,3.2,1.0,"Apr 01, 2049",4.0,16.99,-,1.16,4.76,1.16,USD,"Aug 23, 2017","Aug 23, 2017"
LOS ANGELES CNTY CALIF MET TRA,Local Tax-Backed,Fixed Income,"3,980,140.36",0.2,"3,980,140.36","3,010,000.00",54466HJW7,US54466HJW79,-,131.81,United States,-,USD,7.94,1.89,1.0,"Jun 01, 2033",5.0,9.11,-,1.04,7.13,1.04,USD,"Aug 27, 2020","Aug 27, 2020"
LOS ANGELES CALIF DEPT WTR & P,Utility,Fixed Income,"3,976,772.70",0.2,"3,976,772.70","3,000,000.00",544525A24,US544525A246,-,130.06,United States,-,USD,9.25,2.89,1.0,"Jul 01, 2040",5.0,12.7,-,1.26,7.06,1.26,USD,"Jan 05, 2021","Jan 05, 2021"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"3,948,369.79",0.2,"3,948,369.79","3,400,000.00",13063CUG3,US13063CUG31,-,114.05,United States,-,USD,6.42,4.07,1.0,"Aug 01, 2045",5.0,14.19,-,1.0,3.27,1.0,USD,"Sep 09, 2015","Sep 09, 2015"
SAN MATEO CNTY CALIF CMNTY COL,School Districts,Fixed Income,"3,931,973.87",0.2,"3,931,973.87","3,100,000.00",799038NA8,US799038NA89,-,125.17,United States,-,USD,8.48,3.44,1.0,"Sep 01, 2045",5.0,13.88,-,1.08,5.76,1.08,USD,"Nov 20, 2018","Nov 20, 2018"
CALIFORNIA INFRASTRUCTURE & EC,Other Industries,Fixed Income,"3,931,249.17",0.2,"3,931,249.17","3,125,000.00",13034RAU7,US13034RAU77,-,123.72,United States,-,USD,9.53,3.63,1.0,"Aug 01, 2049",5.0,15.34,-,1.66,6.38,1.66,USD,"Dec 19, 2019","Dec 19, 2019"
SACRAMENTO CALIF MUN UTIL DIST,Utility,Fixed Income,"3,914,010.57",0.2,"3,914,010.57","3,000,000.00",786005C97,US786005C978,-,128.58,United States,-,USD,10.26,3.43,1.0,"Aug 15, 2050",5.0,15.94,-,1.46,7.16,1.46,USD,"May 07, 2020","May 07, 2020"
SAN DIEGO CNTY CALIF REGL TRAN,Local Tax-Backed,Fixed Income,"3,912,597.30",0.2,"3,912,597.30","3,000,000.00",797400NY0,US797400NY02,-,129.17,United States,-,USD,10.65,3.33,1.0,"Apr 01, 2048",5.0,15.55,-,1.6,7.63,1.6,USD,"Mar 25, 2021","Mar 25, 2021"
CALIFORNIA INFRASTRUCTURE & EC,Utility,Fixed Income,"3,888,136.73",0.2,"3,888,136.73","3,240,000.00",13034AKF6,US13034AKF65,-,118.75,United States,-,USD,3.99,0.95,1.0,"Oct 01, 2026",5.0,4.27,-,0.53,3.87,0.53,USD,"Apr 28, 2016","Apr 28, 2016"
LOS ANGELES CALIF DEPT WTR & P,Utility,Fixed Income,"3,878,530.18",0.2,"3,878,530.18","3,700,000.00",544495XV1,US544495XV13,-,102.33,United States,-,USD,1.87,4.82,1.0,"Jul 01, 2043",5.0,12.25,-,0.34,0.49,0.34,USD,"Oct 25, 2012","Oct 25, 2012"
UNIVERSITY CALIF REVS,Education,Fixed Income,"3,875,145.57",0.2,"3,875,145.57","3,000,000.00",91412HHD8,US91412HHD89,-,128.53,United States,-,USD,9.51,3.04,1.0,"May 15, 2041",5.0,13.23,-,1.38,7.06,1.38,USD,"Jul 16, 2020","Jul 16, 2020"
CONTRA COSTA CALIF CMNTY COLLE,Prerefund/Escrow,Fixed Income,"3,808,229.68",0.2,"3,808,229.68","3,475,000.00",212204HD6,US212204HD60,-,107.51,United States,-,USD,1.51,0.25,1.0,"Aug 01, 2023",5.0,1.51,-,0.25,1.51,0.25,USD,"Aug 21, 2013","Aug 21, 2013"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"3,777,714.35",0.19,"3,777,714.35","3,450,000.00",13063CEQ9,US13063CEQ96,-,107.83,United States,-,USD,1.84,2.74,1.0,"Sep 01, 2025",5.0,3.31,-,0.29,1.6,0.29,USD,"Sep 10, 2013","Sep 10, 2013"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"3,729,625.09",0.19,"3,729,625.09","2,875,000.00",13063DPH5,US13063DPH51,-,128.48,United States,-,USD,6.22,0.93,1.0,"Apr 01, 2029",5.0,6.23,-,0.93,6.23,0.93,USD,"Apr 18, 2019","Apr 18, 2019"
SAN FRANCISCO CALIF CITY & CNT,Transportation,Fixed Income,"3,723,686.80",0.19,"3,723,686.80","3,000,000.00",79766DMD8,US79766DMD83,-,123.29,United States,-,USD,9.47,3.65,1.0,"May 01, 2049",5.0,15.39,-,1.62,6.27,1.62,USD,"Feb 07, 2019","Feb 07, 2019"
LOS ANGELES CALIF CMNTY COLLEG,School Districts,Fixed Income,"3,708,037.09",0.19,"3,708,037.09","3,185,000.00",54438CXY3,US54438CXY38,-,114.76,United States,-,USD,6.76,2.76,1.0,"Aug 01, 2036",4.0,11.14,-,0.72,4.19,0.72,USD,"Dec 30, 2019","Dec 30, 2019"
LOS ANGELES CALIF UNI SCH DIST,School Districts,Fixed Income,"3,703,172.85",0.19,"3,703,172.85","3,035,000.00",5446465P3,US5446465P31,-,119.52,United States,-,USD,4.03,0.6,1.0,"Jul 01, 2026",5.0,4.03,-,0.6,4.03,0.6,USD,"May 25, 2017","May 25, 2017"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"3,697,845.12",0.19,"3,697,845.12","3,085,000.00",13063DPC6,US13063DPC64,-,118.62,United States,-,USD,3.87,0.56,1.0,"Apr 01, 2026",5.0,3.87,-,0.56,3.87,0.56,USD,"Apr 18, 2019","Apr 18, 2019"
SAN DIEGO CALIF ASSN GOVTS SOU,Transportation,Fixed Income,"3,681,069.00",0.19,"3,681,069.00","3,000,000.00",797257AX0,US797257AX02,-,120.2,United States,-,USD,7.59,3.6,1.0,"Jul 01, 2042",5.0,12.59,-,1.19,4.81,1.19,USD,"Nov 21, 2017","Nov 21, 2017"
LOS ANGELES CALIF DEPT WTR & P,Utility,Fixed Income,"3,653,650.55",0.19,"3,653,650.55","2,900,000.00",544532AU8,US544532AU81,-,123.49,United States,-,USD,4.83,0.65,1.0,"Jul 01, 2027",5.0,4.84,-,0.65,4.84,0.65,USD,"May 01, 2020","May 01, 2020"
MIRACOSTA CALIF CMNTY COLLEGE,Local Tax-Backed,Fixed Income,"3,639,974.00",0.19,"3,639,974.00","3,000,000.00",604617CA6,US604617CA67,-,119.67,United States,-,USD,10.75,2.85,1.0,"Aug 01, 2045",4.0,15.11,-,1.54,7.32,1.54,USD,"Sep 08, 2020","Sep 08, 2020"
CALIFORNIA EDL FACS AUTH REV,Education,Fixed Income,"3,633,838.24",0.19,"3,633,838.24","2,360,000.00",130178X76,US130178X766,-,153.56,United States,-,USD,14.53,1.93,1.0,"Jun 01, 2043",5.0,14.87,-,1.93,14.87,1.93,USD,"May 15, 2013","May 15, 2013"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"3,623,600.90",0.19,"3,623,600.90","3,000,000.00",13063CZ60,US13063CZ600,-,119.12,United States,-,USD,5.59,2.9,1.0,"Sep 01, 2032",5.0,8.38,-,0.82,4.19,0.82,USD,"Sep 13, 2016","Sep 13, 2016"
LOS ANGELES CNTY CALIF MET TRA,Local Tax-Backed,Fixed Income,"3,613,867.31",0.19,"3,613,867.31","2,750,000.00",54466HJQ0,US54466HJQ02,-,131.0,United States,-,USD,8.57,2.44,1.0,"Jun 01, 2036",5.0,10.85,-,1.13,7.12,1.13,USD,"Aug 27, 2020","Aug 27, 2020"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"3,609,213.97",0.19,"3,609,213.97","3,185,000.00",13063CMY3,US13063CMY39,-,112.07,United States,-,USD,4.22,3.72,1.0,"Oct 01, 2033",5.0,8.94,-,0.57,2.58,0.57,USD,"Oct 07, 2014","Oct 07, 2014"
UNIVERSITY CALIF REVS,Education,Fixed Income,"3,608,570.25",0.19,"3,608,570.25","3,020,000.00",91412HJG9,US91412HJG92,-,118.98,United States,-,USD,11.93,3.02,1.0,"May 15, 2051",4.0,17.5,-,1.79,7.95,1.79,USD,"Mar 10, 2021","Mar 10, 2021"
LOS ANGELES CNTY CALIF MET TRA,Local Tax-Backed,Fixed Income,"3,590,471.84",0.18,"3,590,471.84","2,890,000.00",54466HFW1,US54466HFW16,-,121.74,United States,-,USD,7.32,3.35,1.0,"Jul 01, 2039",5.0,12.0,-,0.94,4.83,0.94,USD,"Oct 31, 2017","Oct 31, 2017"
CALIFORNIA ST UNIV REV,Education,Fixed Income,"3,577,061.30",0.18,"3,577,061.30","3,000,000.00",13077DMD1,US13077DMD11,-,118.57,United States,-,USD,10.93,2.91,1.0,"Nov 01, 2045",4.0,15.13,-,1.72,7.55,1.72,USD,"Sep 17, 2020","Sep 17, 2020"
ALHAMBRA CALIF UNI SCH DIST EL,School Districts,Fixed Income,"3,573,054.90",0.18,"3,573,054.90","5,100,000.00",016066BF8,US016066BF82,-,70.06,United States,-,USD,17.43,2.03,1.0,"Aug 01, 2039",0.0,17.23,-,2.03,17.23,2.03,USD,"Feb 23, 2011","Feb 23, 2011"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"3,567,827.21",0.18,"3,567,827.21","2,775,000.00",13063DH27,US13063DH275,-,127.2,United States,-,USD,5.85,0.85,1.0,"Oct 01, 2028",5.0,5.85,-,0.85,5.85,0.85,USD,"Sep 22, 2021","Sep 22, 2021"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"3,558,716.42",0.18,"3,558,716.42","3,250,000.00",13063CY95,US13063CY959,-,107.83,United States,-,USD,1.6,0.29,1.0,"Sep 01, 2023",5.0,1.6,-,0.29,1.6,0.29,USD,"Sep 13, 2016","Sep 13, 2016"
LOS ANGELES CALIF UNI SCH DIST,School Districts,Fixed Income,"3,538,800.10",0.18,"3,538,800.10","2,750,000.00",544647AV2,US544647AV25,-,126.18,United States,-,USD,5.61,0.85,1.0,"Jul 01, 2028",5.0,5.61,-,0.85,5.61,0.85,USD,"May 29, 2019","May 29, 2019"
UNIVERSITY CALIF REVS FOR PREV,Education,Fixed Income,"3,526,717.54",0.18,"3,526,717.54","3,305,000.00",91412GSS5,US91412GSS56,-,106.07,United States,-,USD,3.14,4.47,1.0,"May 15, 2038",5.0,10.4,-,0.55,1.33,0.55,USD,"Oct 02, 2013","Oct 02, 2013"
LOS ANGELES CALIF DEPT ARPTS R,Transportation,Fixed Income,"3,518,346.94",0.18,"3,518,346.94","2,705,000.00",544445TS8,US544445TS80,-,129.43,United States,-,USD,10.39,3.2,1.0,"May 15, 2045",5.0,14.35,-,1.61,7.75,1.61,USD,"Feb 17, 2021","Feb 17, 2021"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"3,505,676.85",0.18,"3,505,676.85","3,100,000.00",13063CNS5,US13063CNS51,-,111.84,United States,-,USD,4.86,3.98,1.0,"Oct 01, 2037",5.0,11.03,-,0.65,2.58,0.65,USD,"Oct 07, 2014","Oct 07, 2014"
SACRAMENTO CALIF MUN UTIL DIST,Utility,Fixed Income,"3,498,412.07",0.18,"3,498,412.07","3,245,000.00",786005ZV3,US786005ZV37,-,105.92,United States,-,USD,2.81,4.62,1.0,"Aug 15, 2049",5.0,14.01,-,0.44,1.25,0.44,USD,"Jul 25, 2019","Jul 25, 2019"
CALIFORNIA ST DEPT WTR RES CEN,Utility,Fixed Income,"3,492,214.03",0.18,"3,492,214.03","2,555,000.00",13067WSL7,US13067WSL71,-,136.26,United States,-,USD,7.98,1.12,1.0,"Dec 01, 2031",5.0,8.2,-,0.96,7.86,0.96,USD,"May 19, 2021","May 19, 2021"
UNIVERSITY CALIF REVS FOR PREV,Education,Fixed Income,"3,486,385.27",0.18,"3,486,385.27","3,015,000.00",91412GVV4,US91412GVV49,-,115.0,United States,-,USD,3.6,2.04,1.0,"May 15, 2027",5.0,4.75,-,0.51,3.14,0.51,USD,"Mar 25, 2015","Mar 25, 2015"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"3,468,000.94",0.18,"3,468,000.94","2,770,000.00",13063DQK7,US13063DQK71,-,123.95,United States,-,USD,5.08,0.74,1.0,"Oct 01, 2027",5.0,5.08,-,0.74,5.08,0.74,USD,"Sep 17, 2019","Sep 17, 2019"
UNIVERSITY CALIF REVS FOR PREV,Education,Fixed Income,"3,456,032.97",0.18,"3,456,032.97","3,000,000.00",91412GWA9,US91412GWA92,-,114.56,United States,-,USD,4.57,3.33,1.0,"May 15, 2032",5.0,8.2,-,0.63,3.14,0.63,USD,"Mar 25, 2015","Mar 25, 2015"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"3,454,577.60",0.18,"3,454,577.60","3,000,000.00",13063CQX1,US13063CQX10,-,113.49,United States,-,USD,4.22,3.28,1.0,"Mar 01, 2031",5.0,7.36,-,0.69,2.93,0.69,USD,"Mar 18, 2015","Mar 18, 2015"
CALIFORNIA ST UNIV REV,Education,Fixed Income,"3,422,506.26",0.18,"3,422,506.26","3,245,000.00",13077C4L5,US13077C4L50,-,104.8,United States,-,USD,1.78,1.34,1.0,"Nov 01, 2023",4.0,1.77,-,1.34,1.77,1.34,USD,"Apr 20, 2016","Apr 20, 2016"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"3,400,614.10",0.17,"3,400,614.10","3,000,000.00",13063CPT1,US13063CPT17,-,111.27,United States,-,USD,4.0,3.79,1.0,"Aug 01, 2033",5.0,8.76,-,0.6,2.41,0.6,USD,"Nov 25, 2014","Nov 25, 2014"
SACRAMENTO CALIF MUN UTIL DIST,Utility,Fixed Income,"3,374,779.63",0.17,"3,374,779.63","3,100,000.00",786005VB1,US786005VB19,-,106.97,United States,-,USD,3.7,4.46,1.0,"Aug 15, 2041",5.0,11.9,-,0.67,1.55,0.67,USD,"May 21, 2013","May 21, 2013"
UNIVERSITY CALIF REVS FOR PREV,Education,Fixed Income,"3,357,999.33",0.17,"3,357,999.33","3,000,000.00",91412GR23,US91412GR230,-,111.42,United States,-,USD,7.59,3.31,1.0,"May 15, 2046",4.0,13.92,-,1.3,4.03,1.3,USD,"Jun 30, 2016","Jun 30, 2016"
SAN JOSE CALIF,Local Tax-Backed,Fixed Income,"3,355,552.34",0.17,"3,355,552.34","2,650,000.00",798135D97,US798135D977,-,124.96,United States,-,USD,9.12,3.45,1.0,"Sep 01, 2045",5.0,14.38,-,1.34,6.12,1.34,USD,"Jul 25, 2019","Jul 25, 2019"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"3,353,559.95",0.17,"3,353,559.95","2,850,000.00",13063DFS2,US13063DFS27,-,116.42,United States,-,USD,7.14,3.98,1.0,"Oct 01, 2047",5.0,15.13,-,1.04,3.85,1.04,USD,"Mar 15, 2018","Mar 15, 2018"
LOS ANGELES CALIF DEPT WTR & P,Utility,Fixed Income,"3,337,678.75",0.17,"3,337,678.75","2,500,000.00",544525ZW1,US544525ZW14,-,131.01,United States,-,USD,8.49,2.45,1.0,"Jul 01, 2036",5.0,10.72,-,1.16,7.07,1.16,USD,"Jan 05, 2021","Jan 05, 2021"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"3,326,105.10",0.17,"3,326,105.10","3,000,000.00",13063DFU7,US13063DFU72,-,109.87,United States,-,USD,2.61,0.39,1.0,"Oct 01, 2024",4.0,2.61,-,0.39,2.61,0.39,USD,"Mar 15, 2018","Mar 15, 2018"
FOOTHILL / EASTERN TRANSN CORR,Transportation,Fixed Income,"3,321,871.67",0.17,"3,321,871.67","3,000,000.00",345105HB9,US345105HB94,-,108.42,United States,-,USD,4.34,4.36,1.0,"Jan 15, 2042",5.0,12.64,-,0.83,1.92,0.83,USD,"Jan 02, 2014","Jan 02, 2014"
SACRAMENTO CNTY CALIF SANTN DI,Utility,Fixed Income,"3,313,257.36",0.17,"3,313,257.36","2,520,000.00",786134VY9,US786134VY99,-,131.06,United States,-,USD,9.85,2.93,1.0,"Dec 01, 2041",5.0,13.35,-,1.3,7.47,1.3,USD,"Jul 14, 2020","Jul 14, 2020"
LOS ANGELES CNTY CALIF MET TRA,Local Tax-Backed,Fixed Income,"3,311,560.67",0.17,"3,311,560.67","2,500,000.00",54466HJV9,US54466HJV96,-,132.05,United States,-,USD,7.66,1.64,1.0,"Jun 01, 2032",5.0,8.48,-,1.02,7.13,1.02,USD,"Aug 27, 2020","Aug 27, 2020"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"3,305,525.17",0.17,"3,305,525.17","2,500,000.00",13063DTZ1,US13063DTZ14,-,130.55,United States,-,USD,7.4,1.71,1.0,"Mar 01, 2032",5.0,8.22,-,1.08,6.88,1.08,USD,"Mar 19, 2020","Mar 19, 2020"
LOS ANGELES CALIF DEPT WTR & P,Utility,Fixed Income,"3,304,641.75",0.17,"3,304,641.75","2,500,000.00",544532BL7,US544532BL73,-,129.69,United States,-,USD,9.27,2.91,1.0,"Jul 01, 2040",5.0,12.68,-,1.3,7.06,1.3,USD,"Jul 01, 2020","Jul 01, 2020"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"3,301,922.67",0.17,"3,301,922.67","2,500,000.00",13063DUA4,US13063DUA44,-,130.41,United States,-,USD,7.69,1.96,1.0,"Mar 01, 2033",5.0,8.85,-,1.1,6.88,1.1,USD,"Mar 19, 2020","Mar 19, 2020"
SANTA CLARA VY CALIF WTR DIST,Utility,Fixed Income,"3,276,226.14",0.17,"3,276,226.14","2,825,000.00",80168QDY5,US80168QDY52,-,115.56,United States,-,USD,6.11,3.85,1.0,"Jun 01, 2041",5.0,12.03,-,0.94,3.6,0.94,USD,"Mar 30, 2016","Mar 30, 2016"
CALIFORNIA ST UNIV REV,Education,Fixed Income,"3,257,196.82",0.17,"3,257,196.82","2,780,000.00",13077CW83,US13077CW839,-,116.33,United States,-,USD,5.73,3.5,1.0,"Nov 01, 2035",5.0,10.2,-,0.68,3.53,0.68,USD,"Aug 05, 2015","Aug 05, 2015"
SAN DIEGO CALIF UNI SCH DIST,School Districts,Fixed Income,"3,246,368.50",0.17,"3,246,368.50","3,000,000.00",797356EL2,US797356EL28,-,107.63,United States,-,USD,12.64,2.58,1.0,"Jul 01, 2046",3.0,16.81,-,2.11,8.26,2.11,USD,"Oct 21, 2021","Oct 21, 2021"
CALIFORNIA ST DEPT WTR RES CEN,Utility,Fixed Income,"3,235,610.17",0.17,"3,235,610.17","2,500,000.00",13067WQT2,US13067WQT26,-,129.01,United States,-,USD,7.33,2.02,1.0,"Dec 01, 2032",5.0,8.76,-,0.94,6.4,0.94,USD,"Apr 24, 2019","Apr 24, 2019"
BAY AREA TOLL AUTH CALIF TOLL,Prerefund/Escrow,Fixed Income,"3,229,001.21",0.17,"3,229,001.21","2,835,000.00",072024TY8,US072024TY83,-,112.65,United States,-,USD,2.58,0.37,1.0,"Oct 01, 2024",5.0,2.58,-,0.37,2.58,0.37,USD,"Dec 18, 2014","Dec 18, 2014"
LOS ANGELES CALIF UNI SCH DIST,School Districts,Fixed Income,"3,216,597.11",0.17,"3,216,597.11","2,935,000.00",5446464H2,US5446464H24,-,107.09,United States,-,USD,1.43,0.26,1.0,"Jul 01, 2023",5.0,1.43,-,0.26,1.43,0.26,USD,"Apr 05, 2016","Apr 05, 2016"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"3,202,088.06",0.16,"3,202,088.06","2,825,000.00",13063CMW7,US13063CMW72,-,112.1,United States,-,USD,3.91,3.52,1.0,"Oct 01, 2031",5.0,7.74,-,0.56,2.58,0.56,USD,"Oct 07, 2014","Oct 07, 2014"
UNIVERSITY CALIF REVS FOR PREV,Education,Fixed Income,"3,183,317.65",0.16,"3,183,317.65","2,765,000.00",91412GYQ2,US91412GYQ27,-,114.49,United States,-,USD,4.45,3.2,1.0,"May 15, 2031",5.0,7.57,-,0.65,3.14,0.65,USD,"Mar 25, 2015","Mar 25, 2015"
UNIVERSITY CALIF REVS,Education,Fixed Income,"3,152,413.47",0.16,"3,152,413.47","2,500,000.00",91412HET6,US91412HET68,-,125.46,United States,-,USD,9.49,3.54,1.0,"May 15, 2049",5.0,15.52,-,1.36,6.32,1.36,USD,"Mar 19, 2019","Mar 19, 2019"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"3,149,665.39",0.16,"3,149,665.39","2,600,000.00",13063CX39,US13063CX399,-,119.47,United States,-,USD,5.01,2.22,1.0,"Sep 01, 2029",5.0,6.42,-,0.75,4.19,0.75,USD,"Sep 13, 2016","Sep 13, 2016"
SAN DIEGO CALIF UNI SCH DIST,School Districts,Fixed Income,"3,148,377.35",0.16,"3,148,377.35","3,025,000.00",797355R48,US797355R485,-,104.08,United States,-,USD,19.19,2.52,1.0,"Jul 01, 2047",0.0,20.44,-,2.09,18.47,2.09,USD,"May 24, 2012","May 24, 2012"
LOS ANGELES CALIF UNI SCH DIST,School Districts,Fixed Income,"3,146,866.80",0.16,"3,146,866.80","3,000,000.00",5446465F5,US5446465F58,-,102.4,United States,-,USD,0.49,0.2,1.0,"Jul 01, 2022",5.0,0.49,-,0.2,0.49,0.2,USD,"May 25, 2017","May 25, 2017"
CERRITOS CALIF CMNTY COLLEGE D,School Districts,Fixed Income,"3,142,879.01",0.16,"3,142,879.01","2,790,000.00",156792HE6,US156792HE66,-,110.56,United States,-,USD,4.63,4.15,1.0,"Aug 01, 2039",5.0,10.72,-,0.86,2.41,0.86,USD,"Nov 20, 2014","Nov 20, 2014"
UNIVERSITY CALIF REVS FOR PREV,Education,Fixed Income,"3,123,219.49",0.16,"3,123,219.49","3,050,000.00",91412GHZ1,US91412GHZ19,-,101.76,United States,-,USD,0.37,0.26,1.0,"Nov 15, 2022",5.0,0.37,-,0.26,0.37,0.26,USD,"Aug 09, 2012","Aug 09, 2012"
LOS ANGELES CALIF DEPT ARPTS R,Transportation,Fixed Income,"3,120,205.28",0.16,"3,120,205.28","2,425,000.00",544445PS2,US544445PS27,-,128.03,United States,-,USD,9.0,3.0,1.0,"May 15, 2040",5.0,12.76,-,1.25,6.7,1.25,USD,"Mar 11, 2020","Mar 11, 2020"
LOS ANGELES CALIF DEPT WTR & P,Utility,Fixed Income,"3,111,172.99",0.16,"3,111,172.99","2,350,000.00",544532BK9,US544532BK90,-,129.89,United States,-,USD,9.05,2.82,1.0,"Jul 01, 2039",5.0,12.22,-,1.28,7.06,1.28,USD,"Jul 01, 2020","Jul 01, 2020"
SAN FRANCISCO CALIF BAY AREA R,Local Tax-Backed,Fixed Income,"3,084,080.95",0.16,"3,084,080.95","2,515,000.00",797661WR2,US797661WR20,-,120.54,United States,-,USD,7.95,3.74,1.0,"Aug 01, 2047",5.0,14.5,-,1.19,4.9,1.19,USD,"Jun 01, 2017","Jun 01, 2017"
LOS ANGELES CALIF DEPT WTR & P,Utility,Fixed Income,"3,069,226.47",0.16,"3,069,226.47","2,425,000.00",544525YH5,US544525YH55,-,124.07,United States,-,USD,8.25,3.41,1.0,"Jul 01, 2043",5.0,13.32,-,1.15,5.59,1.15,USD,"Nov 29, 2018","Nov 29, 2018"
CHABOT-LAS POSITAS CALIF CMNTY,Prerefund/Escrow,Fixed Income,"3,066,193.01",0.16,"3,066,193.01","2,800,000.00",15722TFM8,US15722TFM80,-,107.42,United States,-,USD,1.51,0.3,1.0,"Aug 01, 2023",5.0,1.51,-,0.3,1.51,0.3,USD,"Mar 19, 2013","Mar 19, 2013"
SAN FRANCISCO CALIF CITY & CNT,Transportation,Fixed Income,"3,065,753.27",0.16,"3,065,753.27","2,770,000.00",79766DFF1,US79766DFF15,-,109.84,United States,-,USD,4.71,4.31,1.0,"May 01, 2044",5.0,12.96,-,0.74,2.21,0.74,USD,"Sep 24, 2014","Sep 24, 2014"
LOS ANGELES CALIF UNI SCH DIST,School Districts,Fixed Income,"3,050,389.50",0.16,"3,050,389.50","2,500,000.00",544647AT7,US544647AT78,-,119.52,United States,-,USD,4.03,0.6,1.0,"Jul 01, 2026",5.0,4.03,-,0.6,4.03,0.6,USD,"May 29, 2019","May 29, 2019"
LOS ANGELES CALIF UNI SCH DIST,School Districts,Fixed Income,"3,044,633.00",0.16,"3,044,633.00","2,500,000.00",544647BU3,US544647BU33,-,119.79,United States,-,USD,9.66,2.53,1.0,"Jul 01, 2038",4.0,12.3,-,1.51,7.24,1.51,USD,"Apr 30, 2020","Apr 30, 2020"
