,,,,,,,,,,,,,,,,,,,,,,,,,,iShares® iBonds® Dec 2024 Term Muni Bond ETF
ILLINOIS ST,Government Related,Fixed Income,"495,009.52",0.19,"495,009.52","445,000.00",452152G54,US452152G543,-,109.15,United States,-,USD,1.97,0.57,1.0,"Feb 01, 2024",5.0,1.97,-,0.57,1.97,0.57,USD,"Nov 02, 2016","Nov 02, 2016"
HONOLULU HAWAII CITY & CNTY,Government Related,Fixed Income,"489,651.65",0.19,"489,651.65","430,000.00",438687GG4,US438687GG40,-,112.21,United States,-,USD,2.51,0.39,1.0,"Sep 01, 2024",5.0,2.5,-,0.39,2.5,0.39,USD,"Jan 31, 2019","Jan 31, 2019"
NEW YORK ST ENVIRONMENTAL FACS,Government Related,Fixed Income,"485,065.55",0.19,"485,065.55","435,000.00",64986DBD6,US64986DBD66,-,111.29,United States,-,USD,2.35,0.38,1.0,"Jun 15, 2024",5.0,2.34,-,0.38,2.34,0.38,USD,"Jun 29, 2016","Jun 29, 2016"
IOWA ST FIN AUTH REVENUE,Corporates,Fixed Income,"484,077.18",0.19,"484,077.18","425,000.00",46246K3Y6,US46246K3Y69,-,111.82,United States,-,USD,2.42,0.4,1.0,"Aug 01, 2024",5.0,2.41,-,0.4,2.41,0.4,USD,"Dec 14, 2017","Dec 14, 2017"
HOUSTON TEX UTIL SYS REV,Government Related,Fixed Income,"483,219.60",0.19,"483,219.60","425,000.00",4424355M1,US4424355M19,-,113.06,United States,-,USD,2.71,0.42,1.0,"Nov 15, 2024",5.0,2.7,-,0.42,2.7,0.42,USD,"Jul 09, 2014","Jul 09, 2014"
NEW YORK ST DORM AUTH ST PERS,Government Related,Fixed Income,"480,567.39",0.18,"480,567.39","430,000.00",64990EVJ3,US64990EVJ36,-,109.87,United States,-,USD,2.01,0.33,1.0,"Feb 15, 2024",5.0,2.01,-,0.33,2.01,0.33,USD,"Dec 30, 2014","Dec 30, 2014"
SEATTLE WASH DRAIN & WASTEWATE,Municipals,Fixed Income,"474,345.26",0.18,"474,345.26","425,000.00",812631ML0,US812631ML06,-,110.36,United States,-,USD,2.14,0.37,1.0,"Apr 01, 2024",5.0,2.13,-,0.37,2.13,0.37,USD,"Jun 22, 2016","Jun 22, 2016"
TEXAS ST,Government Related,Fixed Income,"473,921.15",0.18,"473,921.15","425,000.00",882723C72,US882723C722,-,110.87,United States,-,USD,2.26,0.39,1.0,"May 15, 2024",5.0,2.26,-,0.39,2.26,0.39,USD,"Nov 24, 2015","Nov 24, 2015"
CONNECTICUT ST SPL TAX OBLIG R,Government Related,Fixed Income,"471,891.45",0.18,"471,891.45","415,000.00",207758TW3,US207758TW30,-,111.63,United States,-,USD,2.42,0.47,1.0,"Aug 01, 2024",5.0,2.41,-,0.47,2.41,0.47,USD,"Oct 15, 2015","Oct 15, 2015"
OMAHA PUB PWR DIST NEB ELEC RE,Government Related,Fixed Income,"468,896.20",0.18,"468,896.20","420,000.00",682001EV0,US682001EV03,-,109.56,United States,-,USD,1.97,0.39,1.0,"Feb 01, 2024",5.0,1.97,-,0.39,1.97,0.39,USD,"Aug 24, 2016","Aug 24, 2016"
CALIFORNIA ST DEPT WTR RES CEN,Government Related,Fixed Income,"466,418.45",0.18,"466,418.45","410,000.00",13067WKQ4,US13067WKQ41,-,113.34,United States,-,USD,2.75,0.39,1.0,"Dec 01, 2024",5.0,2.75,-,0.39,2.75,0.39,USD,"Oct 30, 2014","Oct 30, 2014"
CURATORS UNIV MO SYS FACS REV,Government Related,Fixed Income,"466,282.48",0.18,"466,282.48","410,000.00",231266LQ8,US231266LQ80,-,112.89,United States,-,USD,2.67,0.42,1.0,"Nov 01, 2024",5.0,2.66,-,0.42,2.66,0.42,USD,"May 22, 2014","May 22, 2014"
DENVER COLO CITY & CNTY SCH DI,Government Related,Fixed Income,"466,241.64",0.18,"466,241.64","405,000.00",249174WD1,US249174WD10,-,114.66,United States,-,USD,2.74,0.44,1.0,"Dec 01, 2024",5.5,2.73,-,0.44,2.73,0.44,USD,"Jan 31, 2018","Jan 31, 2018"
MAINE ST,Government Related,Fixed Income,"457,289.76",0.18,"457,289.76","410,000.00",56052AYX8,US56052AYX89,-,111.12,United States,-,USD,2.31,0.37,1.0,"Jun 01, 2024",5.0,2.3,-,0.37,2.3,0.37,USD,"Jun 22, 2016","Jun 22, 2016"
LAS VEGAS VY NEV WTR DIST,Government Related,Fixed Income,"456,975.24",0.18,"456,975.24","410,000.00",517845GN7,US517845GN74,-,111.04,United States,-,USD,2.31,0.4,1.0,"Jun 01, 2024",5.0,2.3,-,0.4,2.3,0.4,USD,"Oct 16, 2019","Oct 16, 2019"
GEORGIA ST,Government Related,Fixed Income,"456,352.16",0.18,"456,352.16","400,000.00",3733843K0,US3733843K08,-,111.59,United States,-,USD,2.33,0.34,1.0,"Jul 01, 2024",5.0,2.33,-,0.34,2.33,0.34,USD,"Jul 07, 2016","Jul 07, 2016"
SAN DIEGO CALIF UNI SCH DIST,Government Related,Fixed Income,"456,215.95",0.18,"456,215.95","395,000.00",797355SM7,US797355SM71,-,112.75,United States,-,USD,2.32,0.37,1.0,"Jul 01, 2024",5.5,2.32,-,0.37,2.32,0.37,USD,"Sep 02, 2004","Sep 02, 2004"
CALIFORNIA ST FOR PREVIOUS ISS,Government Related,Fixed Income,"455,603.39",0.18,"455,603.39","400,000.00",13063CT83,US13063CT835,-,112.23,United States,-,USD,2.51,0.38,1.0,"Sep 01, 2024",5.0,2.5,-,0.38,2.5,0.38,USD,"Sep 13, 2016","Sep 13, 2016"
ANNE ARUNDEL CNTY MD,Government Related,Fixed Income,"455,380.04",0.18,"455,380.04","400,000.00",03588HQP4,US03588HQP46,-,112.6,United States,-,USD,2.58,0.39,1.0,"Oct 01, 2024",5.0,2.58,-,0.39,2.58,0.39,USD,"Apr 12, 2017","Apr 12, 2017"
MONTGOMERY CNTY MD,Government Related,Fixed Income,"455,393.41",0.18,"455,393.41","400,000.00",61334PBA0,US61334PBA03,-,113.02,United States,-,USD,2.67,0.38,1.0,"Nov 01, 2024",5.0,2.66,-,0.38,2.66,0.38,USD,"Nov 07, 2019","Nov 07, 2019"
LEWISVILLE TEX INDPT SCH DIST,Government Related,Fixed Income,"455,273.32",0.18,"455,273.32","400,000.00",5288286V3,US5288286V36,-,111.93,United States,-,USD,2.45,0.42,1.0,"Aug 15, 2024",5.0,2.45,-,0.42,2.45,0.42,USD,"May 15, 2015","May 15, 2015"
CONNECTICUT ST SPL TAX OBLIG R,Government Related,Fixed Income,"454,835.13",0.17,"454,835.13","400,000.00",207758VB6,US207758VB64,-,111.63,United States,-,USD,2.42,0.47,1.0,"Aug 01, 2024",5.0,2.41,-,0.47,2.41,0.47,USD,"Oct 15, 2015","Oct 15, 2015"
NEW YORK N Y CITY TRANSITIONAL,Government Related,Fixed Income,"454,547.37",0.17,"454,547.37","400,000.00",64971WPM6,US64971WPM63,-,112.8,United States,-,USD,2.67,0.45,1.0,"Nov 01, 2024",5.0,2.66,-,0.45,2.66,0.45,USD,"Mar 12, 2015","Mar 12, 2015"
SAN ANTONIO TEX INDPT SCH DIST,Government Related,Fixed Income,"452,322.95",0.17,"452,322.95","405,000.00",796269VM7,US796269VM73,-,109.8,United States,-,USD,2.01,0.36,1.0,"Feb 15, 2024",5.0,2.01,-,0.36,2.01,0.36,USD,"Jun 09, 2015","May 01, 2015"
ILLINOIS ST,Government Related,Fixed Income,"451,718.13",0.17,"451,718.13","400,000.00",452152P88,US452152P882,-,112.1,United States,-,USD,2.67,0.68,1.0,"Nov 01, 2024",5.0,2.66,-,0.68,2.66,0.68,USD,"Nov 08, 2017","Nov 08, 2017"
TEXAS TRANSN COMMN ST HWY FD R,Government Related,Fixed Income,"449,456.40",0.17,"449,456.40","395,000.00",88283LJW7,US88283LJW72,-,112.54,United States,-,USD,2.58,0.41,1.0,"Oct 01, 2024",5.0,2.58,-,0.41,2.58,0.41,USD,"Jul 22, 2015","Jul 22, 2015"
COLUMBUS OHIO,Government Related,Fixed Income,"449,359.78",0.17,"449,359.78","405,000.00",199492QQ5,US199492QQ56,-,109.44,United States,-,USD,2.48,0.38,1.0,"Aug 15, 2024",4.0,2.48,-,0.38,2.48,0.38,USD,"Aug 04, 2016","Aug 04, 2016"
BALTIMORE CNTY MD,Government Related,Fixed Income,"447,004.51",0.17,"447,004.51","400,000.00",05914FJ27,US05914FJ270,-,110.08,United States,-,USD,2.05,0.33,1.0,"Mar 01, 2024",5.0,2.05,-,0.33,2.05,0.33,USD,"Mar 15, 2017","Mar 15, 2017"
NEW YORK ST DORM AUTH ST PERS,Government Related,Fixed Income,"446,950.89",0.17,"446,950.89","400,000.00",64990EYD3,US64990EYD39,-,110.27,United States,-,USD,2.09,0.32,1.0,"Mar 15, 2024",5.0,2.09,-,0.32,2.09,0.32,USD,"Jan 14, 2015","Jan 14, 2015"
SOUTH CAROLINA ST,Government Related,Fixed Income,"446,917.72",0.17,"446,917.72","400,000.00",83710RPG6,US83710RPG64,-,110.48,United States,-,USD,2.14,0.32,1.0,"Apr 01, 2024",5.0,2.13,-,0.32,2.13,0.32,USD,"Mar 01, 2016","Mar 01, 2016"
CALIFORNIA ST,Government Related,Fixed Income,"446,632.56",0.17,"446,632.56","400,000.00",13063DNY0,US13063DNY03,-,110.41,United States,-,USD,2.14,0.35,1.0,"Apr 01, 2024",5.0,2.13,-,0.35,2.13,0.35,USD,"Apr 18, 2019","Apr 18, 2019"
DISTRICT COLUMBIA,Government Related,Fixed Income,"446,443.43",0.17,"446,443.43","400,000.00",25476FSA7,US25476FSA74,-,111.19,United States,-,USD,2.31,0.34,1.0,"Jun 01, 2024",5.0,2.3,-,0.34,2.3,0.34,USD,"Jun 23, 2016","Jun 23, 2016"
UNIVERSITY HOUSTON TEX UNIV RE,Municipals,Fixed Income,"446,292.36",0.17,"446,292.36","400,000.00",914302CA0,US914302CA03,-,109.68,United States,-,USD,2.01,0.41,1.0,"Feb 15, 2024",5.0,2.01,-,0.41,2.01,0.41,USD,"Feb 16, 2017","Feb 01, 2017"
KANSAS ST DEV FIN AUTH REV,Municipals,Fixed Income,"446,240.89",0.17,"446,240.89","400,000.00",48542RCH5,US48542RCH57,-,110.73,United States,-,USD,2.22,0.38,1.0,"May 01, 2024",5.0,2.22,-,0.38,2.22,0.38,USD,"Feb 28, 2019","Feb 28, 2019"
PORT OF SEATTLE WA,Government Related,Fixed Income,"446,034.03",0.17,"446,034.03","400,000.00",735371NP7,US735371NP73,-,111.09,United States,-,USD,2.31,0.38,1.0,"Jun 01, 2024",5.0,2.3,-,0.38,2.3,0.38,USD,"Apr 28, 2015","Apr 28, 2015"
MICHIGAN ST BLDG AUTH REV,Government Related,Fixed Income,"445,863.82",0.17,"445,863.82","400,000.00",594615BD7,US594615BD78,-,110.41,United States,-,USD,2.17,0.42,1.0,"Apr 15, 2024",5.0,2.17,-,0.42,2.17,0.42,USD,"Aug 31, 2015","Aug 31, 2015"
MONMOUTH CNTY N J IMPT AUTH RE,Municipals,Fixed Income,"443,804.19",0.17,"443,804.19","400,000.00",60956PUH3,US60956PUH36,-,109.28,United States,-,USD,2.45,0.38,1.0,"Aug 01, 2024",4.0,2.44,-,0.38,2.44,0.38,USD,"Aug 05, 2019","Aug 05, 2019"
NEW JERSEY ST TRANSPRTN TRUST FUND,Government Related,Fixed Income,"443,756.05",0.17,"443,756.05","400,000.00",646136Z95,US646136Z956,-,110.72,United States,-,USD,2.35,0.6,1.0,"Jun 15, 2024",5.0,2.34,-,0.6,2.34,0.6,USD,"Nov 02, 2016","Nov 02, 2016"
PORT AUTH N Y & N J,Government Related,Fixed Income,"443,427.21",0.17,"443,427.21","390,000.00",73358WYV0,US73358WYV08,-,112.64,United States,-,USD,2.62,0.43,1.0,"Oct 15, 2024",5.0,2.62,-,0.43,2.62,0.43,USD,"Oct 20, 2015","Oct 20, 2015"
MASSACHUSETTS BAY TRANSN AUTH,Corporates,Fixed Income,"438,932.73",0.17,"438,932.73","385,000.00",575579XV4,US575579XV40,-,111.51,United States,-,USD,2.33,0.37,1.0,"Jul 01, 2024",5.0,2.33,-,0.37,2.33,0.37,USD,"Apr 23, 2014","Apr 23, 2014"
SAN DIEGO CALIF UNI SCH DIST,Government Related,Fixed Income,"434,888.34",0.17,"434,888.34","440,000.00",797356AH5,US797356AH51,-,98.84,United States,-,USD,2.5,0.47,1.0,"Jul 01, 2024",0.0,2.49,-,0.47,2.49,0.47,USD,"May 07, 2009","May 07, 2009"
PRINCE GEORGES CNTY MD,Government Related,Fixed Income,"432,824.67",0.17,"432,824.67","390,000.00",741701W93,US741701W933,-,109.65,United States,-,USD,2.54,0.36,1.0,"Sep 01, 2024",4.0,2.53,-,0.36,2.53,0.36,USD,"Sep 30, 2014","Sep 30, 2014"
METROPOLITAN PK DIST TACOMA WA,Municipals,Fixed Income,"426,134.99",0.16,"426,134.99","375,000.00",592240VJ1,US592240VJ18,-,113.22,United States,-,USD,2.75,0.43,1.0,"Dec 01, 2024",5.0,2.75,-,0.43,2.75,0.43,USD,"May 16, 2018","May 16, 2018"
OHIO ST,Government Related,Fixed Income,"421,015.24",0.16,"421,015.24","370,000.00",677522BV5,US677522BV55,-,112.32,United States,-,USD,2.54,0.42,1.0,"Sep 15, 2024",5.0,2.54,-,0.42,2.54,0.42,USD,"Jan 29, 2015","Jan 29, 2015"
KLEIN TEX INDPT SCH DIST,Municipals,Fixed Income,"420,925.04",0.16,"420,925.04","370,000.00",498531FF4,US498531FF44,-,111.68,United States,-,USD,2.42,0.45,1.0,"Aug 01, 2024",5.0,2.41,-,0.45,2.41,0.45,USD,"Jul 01, 2015","Jul 01, 2015"
GROSSMONT CALIF UN HIGH SCH DI,Municipals,Fixed Income,"418,885.35",0.16,"418,885.35","425,000.00",399262CF9,US399262CF91,-,98.56,United States,-,USD,2.58,0.56,1.0,"Aug 01, 2024",0.0,2.57,-,0.56,2.57,0.56,USD,"Jun 21, 2006","Jun 21, 2006"
WISCONSIN ST FOR ISSUES DTD PR,Government Related,Fixed Income,"415,105.13",0.16,"415,105.13","365,000.00",97705MEA9,US97705MEA99,-,112.89,United States,-,USD,2.67,0.42,1.0,"Nov 01, 2024",5.0,2.66,-,0.42,2.66,0.42,USD,"Aug 25, 2016","Aug 25, 2016"
TENNESSEE ST SCH BD AUTH,Corporates,Fixed Income,"414,994.87",0.16,"414,994.87","365,000.00",880558HH7,US880558HH70,-,112.86,United States,-,USD,2.67,0.43,1.0,"Nov 01, 2024",5.0,2.66,-,0.43,2.66,0.43,USD,"May 07, 2015","May 07, 2015"
SPRING BRANCH TEX INDPT SCH DI,Government Related,Fixed Income,"413,480.41",0.16,"413,480.41","370,000.00",849476SZ0,US849476SZ04,-,109.67,United States,-,USD,1.97,0.34,1.0,"Feb 01, 2024",5.0,1.97,-,0.34,1.97,0.34,USD,"Oct 30, 2019","Oct 15, 2019"
NEW YORK ST URBAN DEV CORP REV,Government Related,Fixed Income,"413,171.31",0.16,"413,171.31","370,000.00",650035S58,US650035S586,-,110.2,United States,-,USD,2.09,0.35,1.0,"Mar 15, 2024",5.0,2.09,-,0.35,2.09,0.35,USD,"Dec 17, 2015","Dec 17, 2015"
TEXAS A & M UNIV REV,Government Related,Fixed Income,"412,868.68",0.16,"412,868.68","370,000.00",88213AEZ4,US88213AEZ49,-,110.95,United States,-,USD,2.26,0.36,1.0,"May 15, 2024",5.0,2.26,-,0.36,2.26,0.36,USD,"Jul 20, 2016","Jul 20, 2016"
FLORIDA ST BRD ED LOTTERY REV,Government Related,Fixed Income,"410,049.18",0.16,"410,049.18","360,000.00",341507P47,US341507P478,-,111.4,United States,-,USD,2.33,0.41,1.0,"Jul 01, 2024",5.0,2.33,-,0.41,2.33,0.41,USD,"Jun 23, 2016","Jun 23, 2016"
MISSISSIPPI ST,Government Related,Fixed Income,"409,525.74",0.16,"409,525.74","360,000.00",605581FT9,US605581FT96,-,112.51,United States,-,USD,2.58,0.42,1.0,"Oct 01, 2024",5.0,2.58,-,0.42,2.58,0.42,USD,"Feb 18, 2015","Feb 18, 2015"
OHIO ST WTR DEV AUTH WTR POLLU,Government Related,Fixed Income,"407,099.42",0.16,"407,099.42","365,000.00",67766WWU2,US67766WWU25,-,111.12,United States,-,USD,2.31,0.37,1.0,"Jun 01, 2024",5.0,2.3,-,0.37,2.3,0.37,USD,"Jan 13, 2016","Jan 13, 2016"
CALIFORNIA INFRASTRUCTURE & EC,Government Related,Fixed Income,"404,857.80",0.16,"404,857.80","355,000.00",13034AFZ8,US13034AFZ84,-,112.79,United States,-,USD,2.58,0.32,1.0,"Oct 01, 2024",5.0,2.58,-,0.32,2.58,0.32,USD,"Jun 17, 2015","Jun 17, 2015"
SEATTLE WASH MUN LT & PWR REV,Municipals,Fixed Income,"404,146.65",0.16,"404,146.65","355,000.00",812643PP3,US812643PP39,-,112.18,United States,-,USD,2.51,0.4,1.0,"Sep 01, 2024",5.0,2.5,-,0.4,2.5,0.4,USD,"Sep 28, 2017","Sep 28, 2017"
AUSTIN TEX WTR & WASTEWATER SY,Government Related,Fixed Income,"403,521.72",0.16,"403,521.72","355,000.00",052476Q50,US052476Q507,-,113.03,United States,-,USD,2.71,0.43,1.0,"Nov 15, 2024",5.0,2.7,-,0.43,2.7,0.43,USD,"Aug 18, 2015","Aug 18, 2015"
DELAWARE ST,Government Related,Fixed Income,"402,468.58",0.15,"402,468.58","360,000.00",246381JZ1,US246381JZ16,-,110.13,United States,-,USD,2.05,0.31,1.0,"Mar 01, 2024",5.0,2.05,-,0.31,2.05,0.31,USD,"Mar 09, 2017","Mar 09, 2017"
NEW YORK ST,Government Related,Fixed Income,"402,139.61",0.15,"402,139.61","360,000.00",649791PE4,US649791PE46,-,110.04,United States,-,USD,2.05,0.35,1.0,"Mar 01, 2024",5.0,2.05,-,0.35,2.05,0.35,USD,"Mar 21, 2019","Mar 21, 2019"
COLUMBUS OHIO,Government Related,Fixed Income,"401,969.30",0.15,"401,969.30","360,000.00",199492VG1,US199492VG10,-,110.41,United States,-,USD,2.14,0.35,1.0,"Apr 01, 2024",5.0,2.13,-,0.35,2.13,0.35,USD,"Nov 16, 2017","Nov 16, 2017"
DISTRICT COLUMBIA WTR & SWR AU,Government Related,Fixed Income,"398,560.12",0.15,"398,560.12","350,000.00",254845LQ1,US254845LQ17,-,112.62,United States,-,USD,2.58,0.38,1.0,"Oct 01, 2024",5.0,2.58,-,0.38,2.58,0.38,USD,"Oct 15, 2015","Oct 15, 2015"
VIRGINIA COMMLTH TRANSN BRD FE,Government Related,Fixed Income,"398,156.96",0.15,"398,156.96","350,000.00",92778UBT6,US92778UBT60,-,112.29,United States,-,USD,2.54,0.43,1.0,"Sep 15, 2024",5.0,2.54,-,0.43,2.54,0.43,USD,"Dec 07, 2017","Dec 07, 2017"
HAWAII ST,Government Related,Fixed Income,"392,664.23",0.15,"392,664.23","345,000.00",419792JR8,US419792JR87,-,112.57,United States,-,USD,2.58,0.4,1.0,"Oct 01, 2024",5.0,2.58,-,0.4,2.58,0.4,USD,"Apr 14, 2016","Apr 14, 2016"
NEW MEXICO ST,Government Related,Fixed Income,"390,729.38",0.15,"390,729.38","350,000.00",647293RG6,US647293RG64,-,109.97,United States,-,USD,2.05,0.38,1.0,"Mar 01, 2024",5.0,2.05,-,0.38,2.05,0.38,USD,"Aug 01, 2017","Aug 01, 2017"
CLARK CNTY NV HIGHWAY IMPT REVENUE,Government Related,Fixed Income,"387,358.70",0.15,"387,358.70","340,000.00",181000PB0,US181000PB08,-,111.43,United States,-,USD,2.33,0.4,1.0,"Jul 01, 2024",5.0,2.33,-,0.4,2.33,0.4,USD,"Jun 29, 2016","Jun 29, 2016"
KANSAS ST DEPT TRANSN HWY REV,Government Related,Fixed Income,"386,973.64",0.15,"386,973.64","340,000.00",485424QC2,US485424QC25,-,112.15,United States,-,USD,2.51,0.41,1.0,"Sep 01, 2024",5.0,2.5,-,0.41,2.5,0.41,USD,"Sep 16, 2015","Sep 16, 2015"
OHIO ST,Government Related,Fixed Income,"384,565.74",0.15,"384,565.74","345,000.00",677522XK5,US677522XK52,-,110.22,United States,-,USD,2.14,0.43,1.0,"Apr 01, 2024",5.0,2.13,-,0.43,2.13,0.43,USD,"Feb 21, 2018","Feb 21, 2018"
MASSACHUSETTS BAY TRANSN AUTH MASS,Corporates,Fixed Income,"381,928.48",0.15,"381,928.48","335,000.00",575579HB6,US575579HB69,-,111.51,United States,-,USD,2.33,0.37,1.0,"Jul 01, 2024",5.0,2.33,-,0.37,2.33,0.37,USD,"Mar 24, 2005","Mar 24, 2005"
PENNSYLVANIA ST,Government Related,Fixed Income,"381,219.05",0.15,"381,219.05","335,000.00",70914PWL2,US70914PWL20,-,111.3,United States,-,USD,2.33,0.45,1.0,"Jul 01, 2024",5.0,2.33,-,0.45,2.33,0.45,USD,"May 15, 2014","May 15, 2014"
HONOLULU HAWAII CITY & CNTY WA,Municipals,Fixed Income,"381,219.05",0.15,"381,219.05","335,000.00",438701B29,US438701B299,-,111.3,United States,-,USD,2.33,0.45,1.0,"Jul 01, 2024",5.0,2.33,-,0.45,2.33,0.45,USD,"Aug 12, 2015","Aug 12, 2015"
ARIZONA ST CTFS PARTN,Government Related,Fixed Income,"381,187.91",0.15,"381,187.91","335,000.00",040588E27,US040588E278,-,112.12,United States,-,USD,2.51,0.42,1.0,"Sep 01, 2024",5.0,2.5,-,0.42,2.5,0.42,USD,"Jul 29, 2015","Jul 29, 2015"
CLARK CNTY NEV SCH DIST FOR IS,Government Related,Fixed Income,"377,632.26",0.15,"377,632.26","340,000.00",181059YD2,US181059YD21,-,110.85,United States,-,USD,2.35,0.55,1.0,"Jun 15, 2024",5.0,2.34,-,0.55,2.34,0.55,USD,"Dec 07, 2017","Dec 07, 2017"
INDIANA MUN PWR AGY PWR SUPPLY,Government Related,Fixed Income,"373,533.98",0.14,"373,533.98","335,000.00",454898UF2,US454898UF29,-,109.0,United States,-,USD,1.89,0.47,1.0,"Jan 01, 2024",5.0,1.89,-,0.47,1.89,0.47,USD,"Mar 09, 2016","Mar 09, 2016"
UTAH TRAN AUTH SALES TAX REV,Government Related,Fixed Income,"373,382.06",0.14,"373,382.06","335,000.00",917567BD0,US917567BD04,-,111.24,United States,-,USD,2.35,0.4,1.0,"Jun 15, 2024",5.0,2.34,-,0.4,2.34,0.4,USD,"Feb 25, 2015","Feb 25, 2015"
METROPOLITAN TRANSN AUTH N Y R,Government Related,Fixed Income,"372,750.21",0.14,"372,750.21","330,000.00",59261ANE3,US59261ANE37,-,112.32,United States,-,USD,2.7,0.66,1.0,"Nov 15, 2024",5.0,2.7,-,0.66,2.7,0.66,USD,"Sep 28, 2017","Sep 28, 2017"
DELAWARE TRANSN AUTH TRANSN SY,Government Related,Fixed Income,"371,950.73",0.14,"371,950.73","335,000.00",246428B62,US246428B622,-,109.03,United States,-,USD,2.36,0.37,1.0,"Jul 01, 2024",4.0,2.36,-,0.37,2.36,0.37,USD,"Feb 02, 2016","Feb 02, 2016"
CALIFORNIA ST FOR PREVIOUS ISS,Government Related,Fixed Income,"370,354.93",0.14,"370,354.93","325,000.00",13063CTM2,US13063CTM28,-,111.87,United States,-,USD,2.42,0.38,1.0,"Aug 01, 2024",5.0,2.41,-,0.38,2.41,0.38,USD,"Apr 29, 2015","Apr 29, 2015"
MINNESOTA ST,Government Related,Fixed Income,"370,265.78",0.14,"370,265.78","325,000.00",60412AQQ9,US60412AQQ93,-,111.84,United States,-,USD,2.42,0.39,1.0,"Aug 01, 2024",5.0,2.41,-,0.39,2.41,0.39,USD,"Aug 20, 2019","Aug 20, 2019"
CONNECTICUT ST,Government Related,Fixed Income,"368,076.67",0.14,"368,076.67","330,000.00",20772J7D8,US20772J7D83,-,110.48,United States,-,USD,2.17,0.39,1.0,"Apr 15, 2024",5.0,2.17,-,0.39,2.17,0.39,USD,"Apr 19, 2017","Apr 19, 2017"
SAN ANTONIO TX WTR REVENUE,Municipals,Fixed Income,"367,572.38",0.14,"367,572.38","330,000.00",79642BX73,US79642BX732,-,110.75,United States,-,USD,2.26,0.44,1.0,"May 15, 2024",5.0,2.26,-,0.44,2.26,0.44,USD,"Feb 25, 2016","Jan 01, 2016"
SCOTTSDALE ARIZ,Government Related,Fixed Income,"366,571.76",0.14,"366,571.76","330,000.00",8104538F0,US8104538F04,-,109.08,United States,-,USD,2.36,0.35,1.0,"Jul 01, 2024",4.0,2.36,-,0.35,2.36,0.35,USD,"Apr 02, 2015","Apr 02, 2015"
PHOENIX ARIZ CIVIC IMPT CORP E,Government Related,Fixed Income,"364,827.20",0.14,"364,827.20","320,000.00",71884AYR4,US71884AYR49,-,111.51,United States,-,USD,2.33,0.37,1.0,"Jul 01, 2024",5.0,2.33,-,0.37,2.33,0.37,USD,"May 12, 2015","May 12, 2015"
PHOENIX ARIZ CIVIC IMPT CORP E,Government Related,Fixed Income,"364,827.20",0.14,"364,827.20","320,000.00",71884AA66,US71884AA662,-,111.51,United States,-,USD,2.33,0.37,1.0,"Jul 01, 2024",5.0,2.33,-,0.37,2.33,0.37,USD,"Jun 01, 2017","Jun 01, 2017"
CALIFORNIA INFRASTRUCTURE & EC,Government Related,Fixed Income,"364,585.44",0.14,"364,585.44","320,000.00",13034AKD1,US13034AKD18,-,112.68,United States,-,USD,2.58,0.36,1.0,"Oct 01, 2024",5.0,2.58,-,0.36,2.58,0.36,USD,"Apr 28, 2016","Apr 28, 2016"
CALIFORNIA ST FOR PREVIOUS ISS,Government Related,Fixed Income,"364,482.71",0.14,"364,482.71","320,000.00",13063CQ45,US13063CQ450,-,112.23,United States,-,USD,2.51,0.38,1.0,"Sep 01, 2024",5.0,2.5,-,0.38,2.5,0.38,USD,"Apr 28, 2016","Apr 28, 2016"
GEORGIA ST,Government Related,Fixed Income,"364,233.46",0.14,"364,233.46","320,000.00",3733846T8,US3733846T89,-,113.41,United States,-,USD,2.75,0.37,1.0,"Dec 01, 2024",5.0,2.75,-,0.37,2.75,0.37,USD,"Nov 17, 2016","Nov 17, 2016"
TENNESSEE ST SCH BD AUTH,Corporates,Fixed Income,"363,831.11",0.14,"363,831.11","320,000.00",880558JD4,US880558JD49,-,112.86,United States,-,USD,2.67,0.43,1.0,"Nov 01, 2024",5.0,2.66,-,0.43,2.66,0.43,USD,"Sep 21, 2017","Sep 21, 2017"
COMAL TEX INDPT SCH DIST,Government Related,Fixed Income,"362,907.49",0.14,"362,907.49","325,000.00",1998202Y6,US1998202Y65,-,109.58,United States,-,USD,1.97,0.38,1.0,"Feb 01, 2024",5.0,1.97,-,0.38,1.97,0.38,USD,"Jul 01, 2017","Jul 01, 2017"
NORTH CAROLINA ST GRANT ANTIC,Government Related,Fixed Income,"362,746.01",0.14,"362,746.01","325,000.00",658268DB0,US658268DB06,-,109.95,United States,-,USD,2.05,0.39,1.0,"Mar 01, 2024",5.0,2.05,-,0.39,2.05,0.39,USD,"May 28, 2015","May 28, 2015"
WASHINGTON D C MET AREA TRAN A,Corporates,Fixed Income,"359,048.26",0.14,"359,048.26","315,000.00",93878YAB5,US93878YAB56,-,111.68,United States,-,USD,2.37,0.37,1.0,"Jul 15, 2024",5.0,2.37,-,0.37,2.37,0.37,USD,"Jun 11, 2020","Jun 11, 2020"
VIRGINIA ST PUB SCH AUTH,Government Related,Fixed Income,"358,441.35",0.14,"358,441.35","315,000.00",92817ST65,US92817ST651,-,111.71,United States,-,USD,2.42,0.44,1.0,"Aug 01, 2024",5.0,2.41,-,0.44,2.41,0.44,USD,"May 15, 2014","May 15, 2014"
