,,,,,,,,,,,,,,,,,,,,,,,,,,iShares® iBonds® Dec 2028 Term Muni Bond ETF
SAN ANTONIO TEX,Government Related,Fixed Income,"96,233.98",0.12,"96,233.98","75,000.00",79623PCV5,US79623PCV58,-,126.23,United States,-,USD,5.68,0.89,1.0,"Aug 01, 2028",5.0,5.69,-,0.89,5.69,0.89,USD,"Aug 29, 2019","Aug 01, 2019"
RIVERSIDE CALIF SWR REV,Government Related,Fixed Income,"96,193.00",0.12,"96,193.00","75,000.00",769047JK8,US769047JK85,-,126.17,United States,-,USD,5.97,1.36,1.0,"Aug 01, 2029",5.0,6.41,-,0.9,5.69,0.9,USD,"Nov 27, 2018","Nov 27, 2018"
WEST VA ST SCH BLDG AUTH LOTTE,Government Related,Fixed Income,"95,877.91",0.12,"95,877.91","75,000.00",95667NEA7,US95667NEA72,-,125.34,United States,-,USD,6.14,1.77,1.0,"Jul 01, 2030",5.0,7.01,-,0.97,5.6,0.97,USD,"Apr 26, 2018","Apr 26, 2018"
CONNECTICUT ST,Government Related,Fixed Income,"95,780.56",0.12,"95,780.56","75,000.00",20772KDU0,US20772KDU07,-,126.24,United States,-,USD,5.8,0.95,1.0,"Sep 15, 2028",5.0,5.81,-,0.95,5.81,0.95,USD,"Sep 13, 2018","Sep 13, 2018"
ILLINOIS FIN AUTH REV,Corporates,Fixed Income,"95,639.30",0.12,"95,639.30","75,000.00",45203H2A9,US45203H2A90,-,127.1,United States,-,USD,6.01,0.94,1.0,"Dec 01, 2028",5.0,6.02,-,0.94,6.02,0.94,USD,"Jun 04, 2015","Jun 04, 2015"
HOWARD CNTY MD,Municipals,Fixed Income,"95,337.66",0.12,"95,337.66","75,000.00",44256PKN2,US44256PKN23,-,125.23,United States,-,USD,5.34,0.77,1.0,"Feb 15, 2028",5.0,5.35,-,0.77,5.35,0.77,USD,"Dec 21, 2017","Dec 21, 2017"
CONNECTICUT ST SPL TAX OBLIG R,Government Related,Fixed Income,"95,279.83",0.12,"95,279.83","75,000.00",207758F99,US207758F992,-,126.62,United States,-,USD,5.95,0.96,1.0,"Nov 01, 2028",5.0,5.95,-,0.96,5.95,0.96,USD,"Dec 01, 2021","Dec 01, 2021"
CALIFORNIA ST PUB WKS BRD LEAS,Corporates,Fixed Income,"95,053.02",0.12,"95,053.02","75,000.00",13068L2T1,US13068L2T13,-,125.9,United States,-,USD,6.75,2.07,1.0,"Nov 01, 2031",5.0,8.0,-,1.06,5.93,1.06,USD,"Oct 16, 2018","Oct 16, 2018"
LEWISVILLE TEX,Municipals,Fixed Income,"94,882.79",0.12,"94,882.79","75,000.00",528815EW9,US528815EW94,-,124.62,United States,-,USD,5.88,1.74,1.0,"Feb 15, 2030",5.0,6.78,-,0.86,5.34,0.86,USD,"Oct 10, 2018","Sep 01, 2018"
NEW YORK N Y CITY MUN WTR FIN,Government Related,Fixed Income,"94,803.59",0.12,"94,803.59","75,000.00",64972GUT9,US64972GUT92,-,126.18,United States,-,USD,5.67,0.83,1.0,"Jun 15, 2028",5.0,5.68,-,0.83,5.68,0.83,USD,"Dec 12, 2019","Dec 12, 2019"
NEW YORK ST ENVIRONMENTAL FACS,Government Related,Fixed Income,"94,517.26",0.12,"94,517.26","75,000.00",64986DHH1,US64986DHH17,-,125.8,United States,-,USD,6.71,2.22,1.0,"Jun 15, 2032",5.0,8.44,-,0.88,5.67,0.88,USD,"Nov 29, 2018","Nov 29, 2018"
NEVADA ST,Government Related,Fixed Income,"94,440.99",0.12,"94,440.99","75,000.00",641462FN1,US641462FN18,-,125.09,United States,-,USD,5.55,0.91,1.0,"May 01, 2028",5.0,5.55,-,0.91,5.55,0.91,USD,"Dec 10, 2019","Dec 10, 2019"
TENNESSEE ST,Government Related,Fixed Income,"94,175.15",0.12,"94,175.15","75,000.00",880541YT8,US880541YT83,-,123.48,United States,-,USD,6.34,2.37,1.0,"Feb 01, 2032",5.0,8.05,-,1.01,5.29,1.01,USD,"May 03, 2018","May 03, 2018"
WEST VIRGINIA ST,Government Related,Fixed Income,"93,954.32",0.12,"93,954.32","75,000.00",956553A84,US956553A843,-,124.86,United States,-,USD,6.77,2.4,1.0,"Dec 01, 2032",5.0,8.7,-,0.99,5.63,0.99,USD,"Jun 07, 2018","Jun 07, 2018"
NEW JERSEY ST TRANSN TR FD AUT,Government Related,Fixed Income,"93,592.21",0.12,"93,592.21","75,000.00",6461364M0,US6461364M00,-,124.57,United States,-,USD,6.47,1.85,1.0,"Jun 15, 2030",5.0,7.1,-,1.3,6.03,1.3,USD,"Jan 16, 2019","Jan 16, 2019"
HUNTSVILLE ALA,Municipals,Fixed Income,"93,569.26",0.12,"93,569.26","75,000.00",447025K63,US447025K632,-,123.93,United States,-,USD,5.31,1.08,1.0,"May 01, 2028",5.0,5.54,-,0.79,5.16,0.79,USD,"Feb 28, 2018","Feb 28, 2018"
MAINE ST MUNI BOND BANK,Government Related,Fixed Income,"93,226.45",0.12,"93,226.45","75,000.00",56045RYU7,US56045RYU75,-,123.47,United States,-,USD,5.46,1.39,1.0,"Nov 01, 2028",5.0,5.91,-,0.87,5.16,0.87,USD,"Nov 02, 2017","Nov 02, 2017"
ALPINE UTAH SCH DIST,Municipals,Fixed Income,"92,551.17",0.12,"92,551.17","75,000.00",021087WE7,US021087WE75,-,121.93,United States,-,USD,4.93,1.31,1.0,"Mar 15, 2028",5.0,5.4,-,0.7,4.64,0.7,USD,"Dec 19, 2017","Dec 19, 2017"
NAPA VALLEY CALIF CMNTY COLLEG,Municipals,Fixed Income,"91,804.38",0.12,"91,804.38","100,000.00",630360CS2,US630360CS20,-,91.8,United States,-,USD,6.56,1.3,1.0,"Aug 01, 2028",0.0,6.5,-,1.3,6.5,1.3,USD,"Apr 06, 2005","Apr 06, 2005"
UNIVERSITY TEX UNIV REVS,Government Related,Fixed Income,"90,828.08",0.12,"90,828.08","75,000.00",91514AFM2,US91514AFM27,-,119.22,United States,-,USD,4.68,1.9,1.0,"Aug 15, 2028",5.0,5.67,-,0.76,4.15,0.76,USD,"Nov 17, 2016","Nov 01, 2016"
VIRGINIA COLLEGE BLDG AUTH VA,Government Related,Fixed Income,"90,817.71",0.12,"90,817.71","75,000.00",92778WNB8,US92778WNB80,-,119.42,United States,-,USD,4.72,1.89,1.0,"Sep 01, 2028",5.0,5.71,-,0.76,4.19,0.76,USD,"Jul 12, 2016","Jul 12, 2016"
SAN MATEO CNTY CALIF CMNTY COL,Municipals,Fixed Income,"90,592.30",0.12,"90,592.30","70,000.00",799038MN1,US799038MN10,-,127.75,United States,-,USD,5.77,0.73,1.0,"Sep 01, 2028",5.0,5.78,-,0.73,5.78,0.73,USD,"Nov 20, 2018","Nov 20, 2018"
RIVERSIDE CALIF WTR REV,Government Related,Fixed Income,"90,492.54",0.12,"90,492.54","70,000.00",769076UT5,US769076UT51,-,128.03,United States,-,USD,5.86,0.74,1.0,"Oct 01, 2028",5.0,5.86,-,0.74,5.86,0.74,USD,"Feb 26, 2019","Feb 26, 2019"
CALIFORNIA INFRASTRUCTURE & EC,Government Related,Fixed Income,"89,552.78",0.12,"89,552.78","75,000.00",13034AJQ4,US13034AJQ40,-,118.15,United States,-,USD,4.48,2.1,1.0,"Oct 01, 2028",5.0,5.78,-,0.66,3.86,0.66,USD,"Apr 28, 2016","Apr 28, 2016"
CALIFORNIA ST DEPT WTR RES CEN,Government Related,Fixed Income,"89,528.83",0.12,"89,528.83","70,000.00",13067WQA3,US13067WQA35,-,127.48,United States,-,USD,6.81,1.94,1.0,"Dec 01, 2031",5.0,8.1,-,0.89,6.02,0.89,USD,"Oct 18, 2018","Oct 18, 2018"
SEATTLE WASH,Municipals,Fixed Income,"89,478.24",0.12,"89,478.24","70,000.00",812627KE6,US812627KE60,-,127.41,United States,-,USD,6.01,0.9,1.0,"Dec 01, 2028",5.0,6.02,-,0.9,6.02,0.9,USD,"May 20, 2021","May 20, 2021"
CHICAGO ILL O HARE INTL ARPT R,Government Related,Fixed Income,"89,370.54",0.12,"89,370.54","75,000.00",167593VK5,US167593VK50,-,116.66,United States,-,USD,4.12,2.03,1.0,"Jan 01, 2028",5.0,5.16,-,0.76,3.61,0.76,USD,"Dec 05, 2016","Dec 05, 2016"
ALABAMA ST,Government Related,Fixed Income,"88,824.09",0.11,"88,824.09","70,000.00",010411CD6,US010411CD62,-,126.06,United States,-,USD,6.97,2.27,1.0,"Nov 01, 2032",5.0,8.64,-,1.04,5.93,1.04,USD,"Dec 13, 2018","Dec 13, 2018"
UNIVERSITY CALIF REVS,Government Related,Fixed Income,"88,080.41",0.11,"88,080.41","70,000.00",91412HAQ6,US91412HAQ65,-,125.19,United States,-,USD,6.39,2.03,1.0,"May 15, 2031",5.0,7.7,-,0.92,5.59,0.92,USD,"Jun 05, 2018","Jun 05, 2018"
NEW MEXICO FIN AUTH REV,Corporates,Fixed Income,"88,006.03",0.11,"88,006.03","70,000.00",64711N6R1,US64711N6R10,-,125.31,United States,-,USD,5.92,1.4,1.0,"Jun 01, 2029",5.0,6.36,-,0.93,5.63,0.93,USD,"Nov 28, 2018","Nov 28, 2018"
SEATTLE WASH MUN LT & PWR REV,Municipals,Fixed Income,"83,453.76",0.11,"83,453.76","70,000.00",812643MY7,US812643MY72,-,117.97,United States,-,USD,4.38,1.93,1.0,"Apr 01, 2028",5.0,5.41,-,0.7,3.86,0.7,USD,"Jan 28, 2016","Jan 28, 2016"
DISTRICT COLUMBIA,Government Related,Fixed Income,"83,392.78",0.11,"83,392.78","65,000.00",25476FXF0,US25476FXF07,-,127.24,United States,-,USD,5.89,0.86,1.0,"Oct 15, 2028",5.0,5.89,-,0.86,5.89,0.86,USD,"Feb 21, 2019","Feb 21, 2019"
NORTH CAROLINA ST UNIV N C RAL,Municipals,Fixed Income,"83,294.38",0.11,"83,294.38","65,000.00",658289G49,US658289G495,-,126.9,United States,-,USD,5.85,0.89,1.0,"Oct 01, 2028",5.0,5.85,-,0.89,5.85,0.89,USD,"Jun 28, 2018","Jun 28, 2018"
CALIFORNIA ST UNIV REV,Government Related,Fixed Income,"83,153.93",0.11,"83,153.93","65,000.00",13077DEM0,US13077DEM02,-,127.1,United States,-,USD,6.46,1.69,1.0,"Nov 01, 2030",5.0,7.35,-,0.9,5.94,0.9,USD,"Aug 02, 2018","Aug 02, 2018"
SALEM-KEIZER ORE SCH DIST NO 24J,Government Related,Fixed Income,"82,988.61",0.11,"82,988.61","90,000.00",794173FU3,US794173FU32,-,92.21,United States,-,USD,6.43,1.26,1.0,"Jun 15, 2028",0.0,6.38,-,1.26,6.38,1.26,USD,"Mar 16, 2009","Mar 16, 2009"
NEW HAMPSHIRE ST,Government Related,Fixed Income,"82,635.77",0.11,"82,635.77","65,000.00",6446824U7,US6446824U70,-,126.72,United States,-,USD,6.82,2.01,1.0,"Dec 01, 2031",5.0,8.09,-,0.99,6.01,0.99,USD,"Dec 18, 2018","Dec 18, 2018"
DISTRICT COLUMBIA WTR & SWR AU,Government Related,Fixed Income,"81,853.47",0.11,"81,853.47","65,000.00",254845PS3,US254845PS37,-,124.68,United States,-,USD,6.15,1.92,1.0,"Oct 01, 2030",5.0,7.24,-,0.93,5.47,0.93,USD,"Apr 30, 2018","Apr 30, 2018"
SAN DIEGO CALIF CMNTY COLLEGE,Municipals,Fixed Income,"81,840.38",0.11,"81,840.38","70,000.00",797272PF2,US797272PF24,-,115.25,United States,-,USD,4.86,1.55,1.0,"Aug 01, 2028",4.0,5.78,-,0.62,4.19,0.62,USD,"Nov 03, 2016","Nov 03, 2016"
CHICAGO ILL TRAN AUTH CAP GRNT,Government Related,Fixed Income,"81,106.91",0.1,"81,106.91","65,000.00",167723HD0,US167723HD01,-,124.36,United States,-,USD,5.63,1.06,1.0,"Jun 01, 2028",5.0,5.62,-,1.06,5.62,1.06,USD,"Jun 10, 2021","Jun 10, 2021"
WAKE CNTY NC LIMITED OBLIG,Municipals,Fixed Income,"78,388.50",0.1,"78,388.50","65,000.00",930876CS4,US930876CS47,-,120.18,United States,-,USD,5.0,1.88,1.0,"Dec 01, 2028",5.0,5.96,-,0.81,4.44,0.81,USD,"Jun 16, 2016","Jun 16, 2016"
MASSACHUSETTS ST WTR RES AUTH,Government Related,Fixed Income,"78,138.08",0.1,"78,138.08","60,000.00",576049V98,US576049V988,-,128.04,United States,-,USD,5.65,0.86,1.0,"Aug 01, 2028",5.25,5.66,-,0.86,5.66,0.86,USD,"Feb 01, 2007","Feb 01, 2007"
BROWARD CNTY FLA SCH DIST,Municipals,Fixed Income,"76,874.18",0.1,"76,874.18","60,000.00",115067HW3,US115067HW35,-,125.62,United States,-,USD,6.14,1.74,1.0,"Jul 01, 2030",5.0,7.02,-,0.93,5.61,0.93,USD,"Feb 13, 2019","Feb 13, 2019"
LOS ANGELES CALIF DEPT WTR & P,Government Related,Fixed Income,"75,891.12",0.1,"75,891.12","60,000.00",544525WV6,US544525WV67,-,123.99,United States,-,USD,6.14,2.19,1.0,"Jul 01, 2031",5.0,7.66,-,0.89,5.22,0.89,USD,"Mar 01, 2018","Mar 01, 2018"
WEST VIRGINIA ST,Government Related,Fixed Income,"75,842.60",0.1,"75,842.60","60,000.00",956553ZB0,US956553ZB02,-,125.99,United States,-,USD,5.63,0.83,1.0,"Jun 01, 2028",5.0,5.64,-,0.83,5.64,0.83,USD,"Jun 07, 2018","Jun 07, 2018"
SAN ANTONIO TEX ELEC & GAS REV,Government Related,Fixed Income,"75,786.97",0.1,"75,786.97","60,000.00",79625GAG8,US79625GAG82,-,124.23,United States,-,USD,5.3,0.9,1.0,"Feb 01, 2028",5.0,5.3,-,0.9,5.3,0.9,USD,"Nov 15, 2018","Nov 01, 2018"
SEATTLE WASH MUN LT & PWR REV,Municipals,Fixed Income,"75,477.62",0.1,"75,477.62","65,000.00",812643NM2,US812643NM26,-,115.12,United States,-,USD,5.04,1.63,1.0,"Oct 01, 2028",4.0,5.95,-,0.75,4.35,0.75,USD,"Sep 28, 2016","Sep 28, 2016"
DISTRICT COLUMBIA WTR & SWR AU,Government Related,Fixed Income,"75,387.53",0.1,"75,387.53","60,000.00",254845PU8,US254845PU82,-,124.4,United States,-,USD,6.6,2.41,1.0,"Oct 01, 2032",5.0,8.53,-,0.97,5.46,0.97,USD,"Apr 30, 2018","Apr 30, 2018"
NEW YORK ST DORM AUTH SALES TA,Government Related,Fixed Income,"75,315.81",0.1,"75,315.81","60,000.00",64990AJW6,US64990AJW62,-,124.05,United States,-,USD,6.46,2.34,1.0,"Mar 15, 2032",5.0,8.17,-,0.99,5.42,0.99,USD,"Jul 19, 2018","Jul 19, 2018"
ATLANTA GA WTR & WSTWTR REVENUE,Government Related,Fixed Income,"74,581.16",0.1,"74,581.16","60,000.00",047870NQ9,US047870NQ94,-,123.47,United States,-,USD,5.46,1.39,1.0,"Nov 01, 2028",5.0,5.91,-,0.87,5.16,0.87,USD,"May 04, 2017","May 04, 2017"
NEW JERSEY ECONOMIC DEV AUTH R,Government Related,Fixed Income,"74,540.70",0.1,"74,540.70","60,000.00",64577B5N0,US64577B5N07,-,124.01,United States,-,USD,5.66,1.13,1.0,"Jun 15, 2028",5.0,5.66,-,1.13,5.66,1.13,USD,"Nov 28, 2018","Nov 28, 2018"
SAN MARCOS CALIF UNI SCH DIST,Municipals,Fixed Income,"73,587.58",0.09,"73,587.58","80,000.00",798755BS2,US798755BS29,-,91.98,United States,-,USD,6.56,1.27,1.0,"Aug 01, 2028",0.0,6.5,-,1.27,6.5,1.27,USD,"Jul 07, 2011","Jul 07, 2011"
OHIO ST WTR DEV AUTH REV FOR I,Government Related,Fixed Income,"72,784.34",0.09,"72,784.34","60,000.00",67765QDT0,US67765QDT04,-,120.89,United States,-,USD,4.98,1.78,1.0,"Dec 01, 2028",5.0,5.96,-,0.67,4.44,0.67,USD,"Aug 03, 2016","Aug 03, 2016"
OREGON ST FOR PREVIOUS ISSUES,Government Related,Fixed Income,"71,492.89",0.09,"71,492.89","60,000.00",68609BSM0,US68609BSM09,-,118.32,United States,-,USD,4.46,1.91,1.0,"May 01, 2028",5.0,5.5,-,0.7,3.95,0.7,USD,"May 25, 2016","May 25, 2016"
FORT BEND TEX INDPT SCH DIST,Government Related,Fixed Income,"71,336.00",0.09,"71,336.00","60,000.00",346843PV1,US346843PV12,-,117.38,United States,-,USD,6.74,2.09,1.0,"Feb 15, 2032",4.0,8.38,-,1.06,5.45,1.06,USD,"May 22, 2019","Apr 15, 2019"
UNIVERSITY NEB FACS CORP REV,Government Related,Fixed Income,"70,656.65",0.09,"70,656.65","55,000.00",914639KH1,US914639KH18,-,126.16,United States,-,USD,5.64,0.87,1.0,"Jul 15, 2028",5.0,5.64,-,0.87,5.64,0.87,USD,"Aug 09, 2018","Aug 09, 2018"
ALABAMA ST,Government Related,Fixed Income,"70,144.01",0.09,"70,144.01","55,000.00",010411CA2,US010411CA24,-,126.7,United States,-,USD,6.22,1.39,1.0,"Nov 01, 2029",5.0,6.65,-,0.95,5.93,0.95,USD,"Dec 13, 2018","Dec 13, 2018"
HOWARD CNTY MD,Municipals,Fixed Income,"69,914.28",0.09,"69,914.28","55,000.00",44256PLF8,US44256PLF89,-,125.23,United States,-,USD,5.34,0.77,1.0,"Feb 15, 2028",5.0,5.35,-,0.77,5.35,0.77,USD,"Dec 21, 2017","Dec 21, 2017"
CHESTERFIELD CNTY VA,Municipals,Fixed Income,"69,908.57",0.09,"69,908.57","55,000.00",1663938D3,US1663938D38,-,124.61,United States,-,USD,5.51,1.31,1.0,"Jan 01, 2029",5.0,5.96,-,0.79,5.23,0.79,USD,"Jul 24, 2018","Jul 24, 2018"
CALIFORNIA INFRASTRUCTURE & EC,Government Related,Fixed Income,"69,792.88",0.09,"69,792.88","55,000.00",13034AYQ7,US13034AYQ74,-,125.65,United States,-,USD,5.62,1.05,1.0,"Oct 01, 2028",5.0,5.84,-,0.79,5.47,0.79,USD,"Mar 08, 2018","Mar 08, 2018"
WASHINGTON ST,Government Related,Fixed Income,"69,563.39",0.09,"69,563.39","75,000.00",93974AZG2,US93974AZG20,-,92.75,United States,-,USD,6.39,1.18,1.0,"Jun 01, 2028",0.0,6.34,-,1.18,6.34,1.18,USD,"Aug 06, 2003","Aug 06, 2003"
SALT RIVER AZ PROJ AGRIC IMPT& PWR,Government Related,Fixed Income,"69,464.30",0.09,"69,464.30","55,000.00",79574CCQ4,US79574CCQ42,-,123.8,United States,-,USD,6.04,2.09,1.0,"Jan 01, 2031",5.0,7.33,-,0.91,5.22,0.91,USD,"Nov 21, 2017","Nov 21, 2017"
PFLUGERVILLE TEX INDPT SCH DIS,Municipals,Fixed Income,"69,395.40",0.09,"69,395.40","55,000.00",7170956W8,US7170956W81,-,124.28,United States,-,USD,5.89,1.78,1.0,"Feb 15, 2030",5.0,6.78,-,0.91,5.34,0.91,USD,"Apr 18, 2019","Mar 15, 2019"
LOS ANGELES CALIF,Government Related,Fixed Income,"64,447.85",0.08,"64,447.85","50,000.00",544351NK1,US544351NK11,-,127.23,United States,-,USD,5.77,0.8,1.0,"Sep 01, 2028",5.0,5.78,-,0.8,5.78,0.8,USD,"Jul 12, 2018","Jul 12, 2018"
HONOLULU HAWAII CITY & CNTY WA,Government Related,Fixed Income,"64,269.79",0.08,"64,269.79","50,000.00",438701U93,US438701U935,-,126.04,United States,-,USD,5.61,0.87,1.0,"Jul 01, 2028",5.0,5.61,-,0.87,5.61,0.87,USD,"Nov 06, 2019","Nov 06, 2019"
ALABAMA ST HWY FIN CORP SPL OB,Municipals,Fixed Income,"64,265.45",0.08,"64,265.45","50,000.00",010573AH6,US010573AH64,-,126.45,United States,-,USD,5.69,0.86,1.0,"Aug 01, 2028",5.0,5.69,-,0.86,5.69,0.86,USD,"Aug 18, 2020","Aug 18, 2020"
FORT BEND TEX INDPT SCH DIST,Government Related,Fixed Income,"64,118.80",0.08,"64,118.80","50,000.00",346843QJ7,US346843QJ74,-,126.35,United States,-,USD,5.72,0.89,1.0,"Aug 15, 2028",5.0,5.73,-,0.89,5.73,0.89,USD,"Jul 30, 2019","Jul 15, 2019"
NORTH EAST INDPT SCH DIST TEX,Government Related,Fixed Income,"64,027.42",0.08,"64,027.42","50,000.00",659155MF9,US659155MF96,-,125.97,United States,-,USD,6.22,1.73,1.0,"Aug 01, 2030",5.0,7.1,-,0.92,5.69,0.92,USD,"Aug 01, 2019","May 01, 2014"
MESA ARIZ UTIL SYS REV,Government Related,Fixed Income,"63,851.15",0.08,"63,851.15","50,000.00",590545C64,US590545C649,-,125.2,United States,-,USD,5.89,1.44,1.0,"Jul 01, 2029",5.0,6.32,-,0.99,5.6,0.99,USD,"Jun 05, 2018","Jun 05, 2018"
NEW YORK N Y CITY TRANSITIONAL,Government Related,Fixed Income,"63,633.97",0.08,"63,633.97","50,000.00",64971XFL7,US64971XFL73,-,125.18,United States,-,USD,6.71,2.3,1.0,"Aug 01, 2032",5.0,8.39,-,1.03,5.68,1.03,USD,"Aug 10, 2018","Aug 10, 2018"
DALLAS TEX WTRWKS & SWR SYS RE,Government Related,Fixed Income,"63,628.79",0.08,"63,628.79","50,000.00",23542JJT3,US23542JJT34,-,126.01,United States,-,USD,6.13,1.44,1.0,"Oct 01, 2029",5.0,6.57,-,1.0,5.85,1.0,USD,"Sep 26, 2018","Sep 26, 2018"
HAMILTON CNTY TENN,Municipals,Fixed Income,"63,556.44",0.08,"63,556.44","50,000.00",4073246N7,US4073246N73,-,125.86,United States,-,USD,5.47,0.76,1.0,"Apr 01, 2028",5.0,5.47,-,0.76,5.47,0.76,USD,"Mar 29, 2018","Mar 29, 2018"
NEW YORK ST DORM AUTH ST PERS,Government Related,Fixed Income,"63,331.76",0.08,"63,331.76","50,000.00",64990FKK9,US64990FKK92,-,125.19,United States,-,USD,5.42,0.83,1.0,"Mar 15, 2028",5.0,5.43,-,0.83,5.43,0.83,USD,"Jun 28, 2019","Jun 28, 2019"
OKLAHOMA DEPT TRANSN REV,Municipals,Fixed Income,"63,234.38",0.08,"63,234.38","50,000.00",67884NER6,US67884NER61,-,124.8,United States,-,USD,5.76,1.13,1.0,"Sep 01, 2028",5.0,5.76,-,1.13,5.76,1.13,USD,"May 30, 2018","May 30, 2018"
SAN FRANCISCO CALIF BAY AREA R,Government Related,Fixed Income,"62,834.50",0.08,"62,834.50","50,000.00",797661WD3,US797661WD34,-,123.59,United States,-,USD,5.21,1.26,1.0,"Aug 01, 2028",5.0,5.67,-,0.69,4.92,0.69,USD,"Jun 01, 2017","Jun 01, 2017"
OHIO ST,Government Related,Fixed Income,"62,776.61",0.08,"62,776.61","50,000.00",677522C51,US677522C511,-,124.72,United States,-,USD,6.59,2.3,1.0,"May 01, 2032",5.0,8.3,-,0.97,5.55,0.97,USD,"Dec 12, 2018","Dec 12, 2018"
FAIRFAX CNTY VA,Government Related,Fixed Income,"61,752.10",0.08,"61,752.10","50,000.00",30382AFM9,US30382AFM99,-,122.25,United States,-,USD,5.1,1.52,1.0,"Oct 01, 2028",5.0,5.82,-,0.68,4.68,0.68,USD,"Feb 07, 2017","Feb 07, 2017"
WISCONSIN ST FOR ISSUES DTD PR,Government Related,Fixed Income,"61,545.87",0.08,"61,545.87","50,000.00",97705MGS8,US97705MGS89,-,122.26,United States,-,USD,5.16,1.55,1.0,"Nov 01, 2028",5.0,5.9,-,0.74,4.76,0.74,USD,"Jul 12, 2017","Jul 12, 2017"
EVERETT WASH WTR & SWR REV,Municipals,Fixed Income,"60,572.94",0.08,"60,572.94","50,000.00",300060PG9,US300060PG97,-,120.73,United States,-,USD,4.98,1.8,1.0,"Dec 01, 2028",5.0,5.96,-,0.7,4.44,0.7,USD,"Nov 29, 2016","Nov 29, 2016"
MILWAUKEE WIS MET SEW DIST,Municipals,Fixed Income,"60,573.35",0.08,"60,573.35","50,000.00",602409MH4,US602409MH49,-,120.15,United States,-,USD,5.99,0.92,1.0,"Oct 01, 2028",4.0,5.99,-,0.92,5.99,0.92,USD,"May 17, 2021","May 17, 2021"
CONNECTICUT ST SPL TAX OBLIG R,Government Related,Fixed Income,"60,570.49",0.08,"60,570.49","50,000.00",207758WM1,US207758WM11,-,119.47,United States,-,USD,4.72,1.88,1.0,"Sep 01, 2028",5.0,5.71,-,0.75,4.19,0.75,USD,"Sep 28, 2016","Sep 28, 2016"
SEDGWICK CNTY KANS UNI SCH DIS,Municipals,Fixed Income,"59,611.77",0.08,"59,611.77","50,000.00",815670MZ4,US815670MZ47,-,117.89,United States,-,USD,5.45,1.2,1.0,"Sep 01, 2028",4.0,5.89,-,0.77,5.1,0.77,USD,"Nov 05, 2019","Nov 05, 2019"
WASHINGTON ST UNIV REVS,Municipals,Fixed Income,"59,132.86",0.08,"59,132.86","50,000.00",9400937Y7,US9400937Y74,-,117.02,United States,-,USD,4.53,2.27,1.0,"Oct 01, 2028",5.0,5.77,-,0.91,3.86,0.91,USD,"May 25, 2016","May 25, 2016"
SAN FRANCISCO CALIF BAY AREA R,Government Related,Fixed Income,"58,101.71",0.07,"58,101.71","50,000.00",797669WU8,US797669WU84,-,114.2,United States,-,USD,4.78,1.68,1.0,"Jul 01, 2028",4.0,5.7,-,0.78,4.1,0.78,USD,"Aug 03, 2016","Aug 03, 2016"
SAN ANTONIO TEX ELEC & GAS REV,Government Related,Fixed Income,"58,055.17",0.07,"58,055.17","50,000.00",7962535M0,US7962535M00,-,114.44,United States,-,USD,4.71,1.51,1.0,"Feb 01, 2028",4.0,5.39,-,0.79,4.18,0.79,USD,"Jul 28, 2016","Jul 01, 2016"
CALIFORNIA ST PUB WKS BRD LEAS,Corporates,Fixed Income,"58,025.58",0.07,"58,025.58","50,000.00",13068LC37,US13068LC377,-,115.05,United States,-,USD,5.04,1.64,1.0,"Oct 01, 2028",4.0,5.95,-,0.77,4.35,0.77,USD,"Nov 03, 2016","Nov 03, 2016"
MASSACHUSETTS ST,Government Related,Fixed Income,"58,005.04",0.07,"58,005.04","45,000.00",57582RTK2,US57582RTK22,-,126.4,United States,-,USD,5.61,0.82,1.0,"Jul 01, 2028",5.0,5.61,-,0.82,5.61,0.82,USD,"May 16, 2018","May 16, 2018"
HONOLULU HAWAII CITY & CNTY,Government Related,Fixed Income,"57,669.53",0.07,"57,669.53","45,000.00",438687GL3,US438687GL35,-,126.49,United States,-,USD,5.77,0.9,1.0,"Sep 01, 2028",5.0,5.77,-,0.9,5.77,0.9,USD,"Jan 31, 2019","Jan 31, 2019"
BALTIMORE MD,Government Related,Fixed Income,"57,597.68",0.07,"57,597.68","45,000.00",059189WZ9,US059189WZ93,-,126.94,United States,-,USD,5.89,0.9,1.0,"Oct 15, 2028",5.0,5.89,-,0.9,5.89,0.9,USD,"May 21, 2019","May 21, 2019"
TRIBOROUGH BRDG & TUNL AUTH NY,Corporates,Fixed Income,"57,422.10",0.07,"57,422.10","45,000.00",89602RCK9,US89602RCK95,-,126.97,United States,-,USD,5.97,0.94,1.0,"Nov 15, 2028",5.0,5.97,-,0.94,5.97,0.94,USD,"Nov 17, 2017","Nov 17, 2017"
KING CNTY WASH SCH DIST NO 414,Municipals,Fixed Income,"56,939.73",0.07,"56,939.73","50,000.00",495260E56,US495260E563,-,113.55,United States,-,USD,4.91,1.9,1.0,"Dec 01, 2028",4.0,6.1,-,0.87,4.09,0.87,USD,"Aug 23, 2016","Aug 23, 2016"
LOS ANGELES CALIF UNI SCH DIST,Government Related,Fixed Income,"56,851.06",0.07,"56,851.06","45,000.00",5446466M9,US5446466M90,-,123.84,United States,-,USD,5.9,1.94,1.0,"Jul 01, 2030",5.0,7.0,-,0.91,5.22,0.91,USD,"Mar 08, 2018","Mar 08, 2018"
