,,,,,,,,,,,,,,,,,,,,,,,,,,iShares® iBonds® Dec 2027 Term Muni Bond ETF
LOUISIANA ST,Government Related,Fixed Income,"92,528.75",0.13,"92,528.75","75,000.00",546417CU8,US546417CU84,-,121.71,United States,-,USD,4.6,0.71,1.0,"Mar 01, 2027",5.0,4.6,-,0.71,4.6,0.71,USD,"Mar 11, 2020","Mar 11, 2020"
METROPOLITAN GOVT NASHVILLE &,Government Related,Fixed Income,"92,453.23",0.13,"92,453.23","75,000.00",592030M56,US592030M565,-,122.63,United States,-,USD,4.81,0.7,1.0,"May 15, 2027",5.0,4.8,-,0.7,4.8,0.7,USD,"Feb 17, 2021","Feb 17, 2021"
SAN ANTONIO TEX ELEC & GAS REV,Government Related,Fixed Income,"92,377.95",0.13,"92,377.95","75,000.00",7962536E7,US7962536E74,-,121.09,United States,-,USD,4.52,0.76,1.0,"Feb 01, 2027",5.0,4.51,-,0.76,4.51,0.76,USD,"Apr 27, 2017","Apr 27, 2017"
SAN ANTONIO TEX ELEC & GAS REV,Government Related,Fixed Income,"92,377.95",0.13,"92,377.95","75,000.00",79625GAE3,US79625GAE35,-,121.09,United States,-,USD,4.52,0.76,1.0,"Feb 01, 2027",5.0,4.51,-,0.76,4.51,0.76,USD,"Nov 15, 2018","Nov 01, 2018"
UNIVERSITY MICH UNIV REVS,Government Related,Fixed Income,"92,009.28",0.13,"92,009.28","75,000.00",914455QQ6,US914455QQ61,-,121.43,United States,-,USD,5.24,1.83,1.0,"Apr 01, 2029",5.0,6.17,-,0.82,4.68,0.82,USD,"Jan 25, 2017","Jan 25, 2017"
HAWAII ST,Government Related,Fixed Income,"91,230.64",0.13,"91,230.64","75,000.00",419792MJ2,US419792MJ25,-,120.39,United States,-,USD,4.57,1.31,1.0,"Oct 01, 2027",5.0,5.06,-,0.64,4.28,0.64,USD,"Oct 13, 2016","Oct 13, 2016"
SAN JOSE CALIF UNI SCH DIST SA,Government Related,Fixed Income,"90,104.57",0.13,"90,104.57","95,000.00",798186VL3,US798186VL39,-,94.85,United States,-,USD,5.56,0.95,1.0,"Aug 01, 2027",0.0,5.53,-,0.95,5.53,0.95,USD,"Jun 27, 2006","Jun 27, 2006"
NEBRASKA PUB PWR DIST REV,Corporates,Fixed Income,"89,690.78",0.13,"89,690.78","75,000.00",63968AH40,US63968AH403,-,117.09,United States,-,USD,3.86,1.44,1.0,"Jan 01, 2027",5.0,4.41,-,0.66,3.62,0.66,USD,"Feb 09, 2016","Feb 09, 2016"
LOUDOUN CNTY VA,Government Related,Fixed Income,"87,479.27",0.12,"87,479.27","70,000.00",54589TJF0,US54589TJF03,-,124.55,United States,-,USD,5.24,0.75,1.0,"Dec 01, 2027",5.0,5.25,-,0.75,5.25,0.75,USD,"Jun 17, 2020","Jun 17, 2020"
NORFOLK VA,Government Related,Fixed Income,"87,375.81",0.12,"87,375.81","75,000.00",655867UX5,US655867UX59,-,115.5,United States,-,USD,4.68,1.2,1.0,"Oct 01, 2027",4.0,5.17,-,0.68,4.35,0.68,USD,"Oct 19, 2016","Oct 19, 2016"
SOCORRO TEX INDPT SCH DIST,Municipals,Fixed Income,"87,158.13",0.12,"87,158.13","70,000.00",833715DG7,US833715DG74,-,122.62,United States,-,USD,5.77,2.12,1.0,"Aug 15, 2030",5.0,7.1,-,0.87,4.95,0.87,USD,"Jul 13, 2017","Jun 01, 2017"
WASHINGTON ST FOR ISSUES DTD P,Government Related,Fixed Income,"86,647.43",0.12,"86,647.43","75,000.00",93974DLT3,US93974DLT36,-,113.03,United States,-,USD,3.3,2.45,1.0,"Jul 01, 2027",5.0,4.76,-,0.61,2.77,0.61,USD,"Feb 04, 2015","Feb 04, 2015"
WISCONSIN ST,Government Related,Fixed Income,"86,620.35",0.12,"86,620.35","75,000.00",97705L8N0,US97705L8N01,-,114.66,United States,-,USD,3.56,2.08,1.0,"May 01, 2027",5.0,4.71,-,0.55,3.1,0.55,USD,"Apr 14, 2015","Apr 14, 2015"
UNIVERSITY WASH UNIV REVS,Municipals,Fixed Income,"86,611.57",0.12,"86,611.57","75,000.00",91523NNM4,US91523NNM47,-,115.07,United States,-,USD,3.66,2.05,1.0,"Jun 01, 2027",5.0,4.79,-,0.54,3.18,0.54,USD,"Mar 04, 2015","Mar 04, 2015"
CALIFORNIA ST PUB WKS BRD LEAS,Corporates,Fixed Income,"86,043.53",0.12,"86,043.53","70,000.00",13068LL29,US13068LL295,-,121.25,United States,-,USD,4.89,1.39,1.0,"Mar 01, 2028",5.0,5.36,-,0.79,4.6,0.79,USD,"Apr 20, 2017","Apr 20, 2017"
LOUISIANA ST GAS & FUELS TAX REVEN,Government Related,Fixed Income,"85,720.53",0.12,"85,720.53","70,000.00",546475RX4,US546475RX42,-,121.62,United States,-,USD,4.77,0.84,1.0,"May 01, 2027",5.0,4.76,-,0.84,4.76,0.84,USD,"Aug 30, 2017","Aug 30, 2017"
CALIFORNIA ST FOR PREVIOUS ISS,Government Related,Fixed Income,"85,336.88",0.12,"85,336.88","70,000.00",13063C4P2,US13063C4P23,-,119.83,United States,-,USD,4.39,1.31,1.0,"Aug 01, 2027",5.0,4.89,-,0.61,4.11,0.61,USD,"Nov 03, 2016","Nov 03, 2016"
NEW JERSEY ECONOMIC DEV AUTH R,Government Related,Fixed Income,"85,094.96",0.12,"85,094.96","70,000.00",64577XCC8,US64577XCC83,-,121.34,United States,-,USD,4.88,0.97,1.0,"Jun 15, 2027",5.0,4.88,-,0.97,4.88,0.97,USD,"Jan 14, 2021","Jan 14, 2021"
PENNSYLVANIA ST,Government Related,Fixed Income,"84,722.16",0.12,"84,722.16","70,000.00",70914PE32,US70914PE320,-,119.56,United States,-,USD,4.52,1.42,1.0,"Sep 15, 2027",5.0,5.01,-,0.76,4.23,0.76,USD,"Aug 19, 2016","Aug 19, 2016"
WASHINGTON SUBN SAN DIST MD,Government Related,Fixed Income,"84,116.01",0.12,"84,116.01","75,000.00",940157T34,US940157T347,-,111.9,United States,-,USD,5.03,0.75,1.0,"Jun 01, 2027",3.0,5.04,-,0.75,5.04,0.75,USD,"Nov 09, 2017","Nov 09, 2017"
NORTH TEX MUN WTR DIST TEX WTR,Municipals,Fixed Income,"82,376.78",0.12,"82,376.78","70,000.00",662903PS6,US662903PS63,-,116.01,United States,-,USD,3.85,2.0,1.0,"Sep 01, 2027",5.0,4.94,-,0.58,3.36,0.58,USD,"Apr 15, 2015","Apr 15, 2015"
HENRICO CNTY VA,Municipals,Fixed Income,"81,564.60",0.11,"81,564.60","65,000.00",426056U62,US426056U623,-,123.4,United States,-,USD,4.92,0.72,1.0,"Aug 01, 2027",5.0,4.92,-,0.72,4.92,0.72,USD,"Jul 02, 2020","Jul 02, 2020"
METROPOLITAN TRANSN AUTH N Y R,Government Related,Fixed Income,"81,405.68",0.11,"81,405.68","70,000.00",59259Y5S4,US59259Y5S48,-,115.65,United States,-,USD,4.08,2.15,1.0,"Nov 15, 2027",5.0,5.14,-,0.88,3.56,0.88,USD,"Aug 18, 2015","Aug 18, 2015"
SOUTHERN CALIF PUB PWR AUTH TR,Government Related,Fixed Income,"81,139.19",0.11,"81,139.19","70,000.00",842477UA7,US842477UA78,-,113.41,United States,-,USD,3.29,2.38,1.0,"Jul 01, 2027",5.0,4.76,-,0.49,2.77,0.49,USD,"Mar 25, 2015","Mar 25, 2015"
KATY TEX INDPT SCH DIST,Government Related,Fixed Income,"80,308.05",0.11,"80,308.05","65,000.00",486063VJ6,US486063VJ66,-,121.66,United States,-,USD,4.56,0.69,1.0,"Feb 15, 2027",5.0,4.56,-,0.69,4.56,0.69,USD,"Dec 15, 2016","Dec 01, 2016"
FLORIDA ST BRD ED PUB ED,Government Related,Fixed Income,"80,235.19",0.11,"80,235.19","65,000.00",34153QSA5,US34153QSA57,-,123.02,United States,-,USD,4.85,0.67,1.0,"Jun 01, 2027",5.0,4.85,-,0.67,4.85,0.67,USD,"Sep 19, 2019","Sep 19, 2019"
FLORIDA ST BRD ED PUB ED,Government Related,Fixed Income,"79,814.82",0.11,"79,814.82","65,000.00",34153QKR6,US34153QKR64,-,122.38,United States,-,USD,5.68,2.09,1.0,"Jun 01, 2030",5.0,7.04,-,0.77,4.85,0.77,USD,"Sep 21, 2017","Sep 21, 2017"
IOWA FIN AUTH REV,Corporates,Fixed Income,"76,727.06",0.11,"76,727.06","65,000.00",46246K2B7,US46246K2B75,-,115.96,United States,-,USD,3.76,1.97,1.0,"Aug 01, 2027",5.0,4.86,-,0.5,3.28,0.5,USD,"Feb 25, 2015","Feb 25, 2015"
PHILADELPHIA PA,Government Related,Fixed Income,"76,401.26",0.11,"76,401.26","65,000.00",717813RK7,US717813RK78,-,115.46,United States,-,USD,3.76,2.06,1.0,"Aug 01, 2027",5.0,4.86,-,0.63,3.28,0.63,USD,"Jul 08, 2015","Jul 08, 2015"
RICHMOND VA,Government Related,Fixed Income,"75,407.90",0.11,"75,407.90","60,000.00",76541VRV1,US76541VRV17,-,123.37,United States,-,USD,4.87,0.69,1.0,"Jul 15, 2027",5.0,4.87,-,0.69,4.87,0.69,USD,"Jul 14, 2017","Jul 14, 2017"
FLORIDA ST,Government Related,Fixed Income,"75,337.69",0.11,"75,337.69","60,000.00",3411505W6,US3411505W63,-,123.06,United States,-,USD,4.83,0.72,1.0,"Jul 01, 2027",5.0,4.84,-,0.72,4.84,0.72,USD,"Apr 04, 2019","Apr 04, 2019"
LOS ANGELES CALIF UNI SCH DIST,Government Related,Fixed Income,"75,265.00",0.11,"75,265.00","60,000.00",5446466J6,US5446466J61,-,122.94,United States,-,USD,4.83,0.74,1.0,"Jul 01, 2027",5.0,4.84,-,0.74,4.84,0.74,USD,"Mar 08, 2018","Mar 08, 2018"
ENERGY NORTHWEST WASH ELEC REV,Corporates,Fixed Income,"75,228.68",0.11,"75,228.68","60,000.00",29270C3B9,US29270C3B98,-,122.88,United States,-,USD,4.83,0.75,1.0,"Jul 01, 2027",5.0,4.83,-,0.75,4.83,0.75,USD,"Jun 11, 2020","Jun 11, 2020"
AUSTIN TEX,Government Related,Fixed Income,"75,205.40",0.11,"75,205.40","60,000.00",052397HT6,US052397HT69,-,123.68,United States,-,USD,5.0,0.73,1.0,"Sep 01, 2027",5.0,5.0,-,0.73,5.0,0.73,USD,"Oct 03, 2017","Oct 03, 2017"
VIRGINIA ST RES AUTH INFRASTRU,Government Related,Fixed Income,"74,992.98",0.1,"74,992.98","60,000.00",92818NJH2,US92818NJH26,-,124.15,United States,-,USD,5.16,0.76,1.0,"Nov 01, 2027",5.0,5.16,-,0.76,5.16,0.76,USD,"Nov 20, 2019","Nov 20, 2019"
LOWER MERION PA SCH DIST,Municipals,Fixed Income,"74,989.02",0.1,"74,989.02","60,000.00",548246NF0,US548246NF00,-,124.34,United States,-,USD,5.2,0.75,1.0,"Nov 15, 2027",5.0,5.2,-,0.75,5.2,0.75,USD,"Mar 02, 2021","Mar 02, 2021"
HUNTSVILLE ALA,Municipals,Fixed Income,"74,855.41",0.1,"74,855.41","60,000.00",447025H26,US447025H265,-,123.93,United States,-,USD,5.31,1.08,1.0,"May 01, 2028",5.0,5.54,-,0.79,5.16,0.79,USD,"Feb 28, 2018","Feb 28, 2018"
TENNESSEE ST SCH BD AUTH,Corporates,Fixed Income,"74,838.46",0.1,"74,838.46","60,000.00",880558KC4,US880558KC47,-,123.9,United States,-,USD,5.16,0.8,1.0,"Nov 01, 2027",5.0,5.16,-,0.8,5.16,0.8,USD,"Sep 21, 2017","Sep 21, 2017"
TEXAS WATER DEV BRD,Government Related,Fixed Income,"74,577.94",0.1,"74,577.94","60,000.00",882854D66,US882854D665,-,122.21,United States,-,USD,5.95,2.39,1.0,"Aug 01, 2031",5.0,7.71,-,0.91,4.91,0.91,USD,"Apr 26, 2018","Apr 26, 2018"
EAST BAY CALIF MUN UTIL DIST W,Government Related,Fixed Income,"74,206.92",0.1,"74,206.92","60,000.00",271014E32,US271014E325,-,123.26,United States,-,USD,4.85,0.63,1.0,"Jun 01, 2027",5.0,4.85,-,0.63,4.85,0.63,USD,"Jun 22, 2017","Jun 22, 2017"
VIRGINIA COLLEGE BLDG AUTH VA,Government Related,Fixed Income,"74,202.93",0.1,"74,202.93","60,000.00",92778VFF0,US92778VFF04,-,121.59,United States,-,USD,4.52,0.67,1.0,"Feb 01, 2027",5.0,4.52,-,0.67,4.52,0.67,USD,"Dec 21, 2017","Dec 21, 2017"
PENNSYLVANIA ST,Government Related,Fixed Income,"74,147.99",0.1,"74,147.99","60,000.00",70914PK27,US70914PK277,-,121.08,United States,-,USD,4.44,0.7,1.0,"Jan 01, 2027",5.0,4.44,-,0.7,4.44,0.7,USD,"Nov 16, 2017","Nov 16, 2017"
SALT LAKE CITY UTAH SALES TAX,Government Related,Fixed Income,"73,743.39",0.1,"73,743.39","60,000.00",79560QCW6,US79560QCW69,-,120.82,United States,-,USD,5.35,2.18,1.0,"Feb 01, 2030",5.0,6.7,-,0.81,4.51,0.81,USD,"Jul 11, 2017","Jul 11, 2017"
WASHINGTON SUBN SAN DIST MD,Government Related,Fixed Income,"73,639.66",0.1,"73,639.66","60,000.00",940157P61,US940157P618,-,122.51,United States,-,USD,5.18,1.35,1.0,"Jun 15, 2028",5.0,5.65,-,0.78,4.88,0.78,USD,"Nov 09, 2017","Nov 09, 2017"
SAN MATEO CALIF UN HIGH SCH DI,Municipals,Fixed Income,"70,876.04",0.1,"70,876.04","75,000.00",799017DG0,US799017DG07,-,94.5,United States,-,USD,5.65,1.0,1.0,"Sep 01, 2027",0.0,5.61,-,1.0,5.61,1.0,USD,"Mar 04, 2004","Mar 04, 2004"
UNIV OF UTAH UT REVENUES,Corporates,Fixed Income,"70,294.06",0.1,"70,294.06","60,000.00",915183WM5,US915183WM55,-,115.07,United States,-,USD,3.77,2.12,1.0,"Aug 01, 2027",5.0,4.85,-,0.73,3.27,0.73,USD,"Mar 08, 2016","Mar 08, 2016"
METROPOLITAN WTR DIST SOUTHN CALIF,Government Related,Fixed Income,"69,104.37",0.1,"69,104.37","55,000.00",59266TGC9,US59266TGC99,-,124.39,United States,-,USD,5.08,0.67,1.0,"Oct 01, 2027",5.0,5.08,-,0.67,5.08,0.67,USD,"Sep 27, 2011","Sep 27, 2011"
JOHNSON CNTY KANS,Municipals,Fixed Income,"69,007.16",0.1,"69,007.16","55,000.00",47844PKN4,US47844PKN41,-,123.8,United States,-,USD,5.0,0.71,1.0,"Sep 01, 2027",5.0,5.0,-,0.71,5.0,0.71,USD,"Aug 22, 2018","Aug 22, 2018"
UNIVERSITY MASS BLDG AUTH REV,Government Related,Fixed Income,"68,885.55",0.1,"68,885.55","55,000.00",914437VS4,US914437VS40,-,124.41,United States,-,USD,5.16,0.72,1.0,"Nov 01, 2027",5.0,5.17,-,0.72,5.17,0.72,USD,"Mar 25, 2021","Mar 25, 2021"
HAMILTON CNTY TENN,Municipals,Fixed Income,"68,066.28",0.1,"68,066.28","55,000.00",4073246M9,US4073246M90,-,122.51,United States,-,USD,4.68,0.63,1.0,"Apr 01, 2027",5.0,4.69,-,0.63,4.69,0.63,USD,"Mar 29, 2018","Mar 29, 2018"
NEW YORK ST,Government Related,Fixed Income,"68,041.72",0.1,"68,041.72","55,000.00",649791PH7,US649791PH76,-,122.05,United States,-,USD,4.6,0.65,1.0,"Mar 01, 2027",5.0,4.6,-,0.65,4.6,0.65,USD,"Mar 21, 2019","Mar 21, 2019"
LOS ANGELES CALIF DEPT ARPTS R,Corporates,Fixed Income,"67,766.52",0.09,"67,766.52","55,000.00",544445KV0,US544445KV01,-,122.57,United States,-,USD,4.81,0.71,1.0,"May 15, 2027",5.0,4.8,-,0.71,4.8,0.71,USD,"Mar 12, 2019","Mar 12, 2019"
NORTH TEX MUN WTR DIST UPPER E,Municipals,Fixed Income,"67,530.68",0.09,"67,530.68","55,000.00",662842NM1,US662842NM16,-,122.37,United States,-,USD,4.85,0.78,1.0,"Jun 01, 2027",5.0,4.85,-,0.78,4.85,0.78,USD,"Dec 28, 2017","Dec 01, 2017"
MARYLAND ST DEPT TRANSN CONS T,Government Related,Fixed Income,"66,861.11",0.09,"66,861.11","55,000.00",574204L76,US574204L768,-,120.32,United States,-,USD,4.57,1.32,1.0,"Oct 01, 2027",5.0,5.05,-,0.65,4.28,0.65,USD,"Oct 03, 2018","Oct 03, 2018"
CENTRAL PUGET SOUND WASH REGL,Government Related,Fixed Income,"66,579.45",0.09,"66,579.45","55,000.00",155048CZ2,US155048CZ29,-,120.22,United States,-,USD,4.66,1.38,1.0,"Nov 01, 2027",5.0,5.13,-,0.73,4.36,0.73,USD,"Dec 19, 2016","Dec 19, 2016"
MARYLAND ST DEPT TRANSN CONS T,Government Related,Fixed Income,"65,744.57",0.09,"65,744.57","55,000.00",574204E90,US574204E904,-,118.2,United States,-,USD,5.1,0.72,1.0,"Sep 01, 2027",4.0,5.1,-,0.72,5.1,0.72,USD,"Nov 10, 2016","Nov 10, 2016"
METROPOLITAN TRANSN AUTH N Y R,Government Related,Fixed Income,"65,418.91",0.09,"65,418.91","55,000.00",59261AJM0,US59261AJM09,-,118.3,United States,-,USD,4.69,1.71,1.0,"Nov 15, 2027",5.0,5.16,-,1.13,4.38,1.13,USD,"Oct 26, 2016","Oct 26, 2016"
MONTGOMERY CNTY MD,Government Related,Fixed Income,"65,396.53",0.09,"65,396.53","55,000.00",6133406T0,US6133406T08,-,118.24,United States,-,USD,5.62,1.21,1.0,"Nov 01, 2028",4.0,6.05,-,0.79,5.27,0.79,USD,"Nov 15, 2017","Nov 15, 2017"
CALIFORNIA ST UNIV REV,Government Related,Fixed Income,"64,850.62",0.09,"64,850.62","55,000.00",13077CY81,US13077CY819,-,117.08,United States,-,USD,4.03,1.89,1.0,"Nov 01, 2027",5.0,5.11,-,0.5,3.53,0.5,USD,"Aug 05, 2015","Aug 05, 2015"
DISTRICT COLUMBIA WTR & SWR AU,Government Related,Fixed Income,"64,740.82",0.09,"64,740.82","55,000.00",254845LN8,US254845LN85,-,116.46,United States,-,USD,3.94,1.96,1.0,"Oct 01, 2027",5.0,5.03,-,0.56,3.45,0.56,USD,"Oct 15, 2015","Oct 15, 2015"
OHIO ST WTR DEV AUTH WTR POLLU,Government Related,Fixed Income,"64,616.84",0.09,"64,616.84","55,000.00",67766WXD9,US67766WXD90,-,117.07,United States,-,USD,4.0,1.69,1.0,"Jun 01, 2027",5.0,4.81,-,0.59,3.61,0.59,USD,"Jan 28, 2016","Jan 28, 2016"
DELAWARE TRANSN AUTH TRANSN SY,Government Related,Fixed Income,"62,842.06",0.09,"62,842.06","50,000.00",246428G75,US246428G753,-,123.18,United States,-,USD,4.83,0.7,1.0,"Jul 01, 2027",5.0,4.84,-,0.7,4.84,0.7,USD,"Sep 10, 2019","Sep 10, 2019"
DELAWARE TRANSN AUTH TRANSN SY,Government Related,Fixed Income,"62,842.06",0.09,"62,842.06","50,000.00",246428J80,US246428J807,-,123.18,United States,-,USD,4.83,0.7,1.0,"Jul 01, 2027",5.0,4.84,-,0.7,4.84,0.7,USD,"Sep 09, 2020","Sep 09, 2020"
DISTRICT COLUMBIA WTR & SWR AU,Municipals,Fixed Income,"62,694.69",0.09,"62,694.69","50,000.00",254845QJ2,US254845QJ29,-,124.14,United States,-,USD,5.08,0.71,1.0,"Oct 01, 2027",5.0,5.08,-,0.71,5.08,0.71,USD,"Nov 06, 2019","Nov 06, 2019"
MINNESOTA ST FOR PREVIOUS ISSU,Government Related,Fixed Income,"62,567.54",0.09,"62,567.54","50,000.00",60412AKB8,US60412AKB88,-,123.89,United States,-,USD,5.08,0.75,1.0,"Oct 01, 2027",5.0,5.08,-,0.75,5.08,0.75,USD,"Oct 11, 2017","Oct 11, 2017"
SAN ANTONIO TEX INDPT SCH DIST,Government Related,Fixed Income,"62,553.57",0.09,"62,553.57","50,000.00",796269A99,US796269A998,-,123.22,United States,-,USD,4.95,0.77,1.0,"Aug 15, 2027",5.0,4.95,-,0.77,4.95,0.77,USD,"Aug 20, 2019","Jul 15, 2019"
WASHINGTON D C MET AREA TRAN A,Corporates,Fixed Income,"62,509.36",0.09,"62,509.36","50,000.00",938782GB9,US938782GB97,-,122.52,United States,-,USD,4.83,0.81,1.0,"Jul 01, 2027",5.0,4.83,-,0.81,4.83,0.81,USD,"Dec 18, 2018","Dec 18, 2018"
FLORIDA ST TPK AUTH TPK REV,Government Related,Fixed Income,"62,471.57",0.09,"62,471.57","50,000.00",343137CV5,US343137CV50,-,122.44,United States,-,USD,5.37,1.79,1.0,"Jul 01, 2029",5.0,6.29,-,0.82,4.83,0.82,USD,"Dec 28, 2017","Dec 28, 2017"
AUSTIN TEX WTR & WASTEWATER SY,Government Related,Fixed Income,"62,458.39",0.09,"62,458.39","50,000.00",0524762N7,US0524762N73,-,124.28,United States,-,USD,5.2,0.76,1.0,"Nov 15, 2027",5.0,5.2,-,0.76,5.2,0.76,USD,"Aug 22, 2017","Aug 22, 2017"
COLUMBUS OHIO,Government Related,Fixed Income,"61,831.66",0.09,"61,831.66","50,000.00",199492TA7,US199492TA77,-,121.77,United States,-,USD,4.56,0.67,1.0,"Feb 15, 2027",5.0,4.56,-,0.67,4.56,0.67,USD,"Nov 16, 2016","Nov 16, 2016"
MECKLENBURG CNTY N C PUB FACS,Municipals,Fixed Income,"61,780.01",0.09,"61,780.01","50,000.00",58401ABR0,US58401ABR05,-,121.48,United States,-,USD,4.52,0.69,1.0,"Feb 01, 2027",5.0,4.52,-,0.69,4.52,0.69,USD,"Sep 14, 2017","Sep 14, 2017"
DISTRICT COLUMBIA INCOME TAX R,Government Related,Fixed Income,"61,696.77",0.09,"61,696.77","50,000.00",25477GSR7,US25477GSR73,-,122.56,United States,-,USD,4.77,0.68,1.0,"May 01, 2027",5.0,4.77,-,0.68,4.77,0.68,USD,"Jul 23, 2020","Jul 23, 2020"
RHODE IS INFRASTRUCTURE BK WTR,Municipals,Fixed Income,"61,688.40",0.09,"61,688.40","50,000.00",76221UEL6,US76221UEL61,-,122.13,United States,-,USD,5.91,2.21,1.0,"Oct 01, 2030",5.0,7.21,-,1.03,5.07,1.03,USD,"Jun 28, 2017","Jun 28, 2017"
NEBRASKA PUB PWR DIST REV,Corporates,Fixed Income,"61,601.08",0.09,"61,601.08","50,000.00",63968AV69,US63968AV693,-,120.7,United States,-,USD,4.73,1.39,1.0,"Jan 01, 2028",5.0,5.19,-,0.77,4.43,0.77,USD,"Apr 19, 2017","Apr 19, 2017"
DANBURY CONN,Municipals,Fixed Income,"60,553.12",0.08,"60,553.12","50,000.00",235866CY4,US235866CY45,-,120.27,United States,-,USD,4.66,1.37,1.0,"Nov 01, 2027",5.0,5.14,-,0.72,4.36,0.72,USD,"Nov 04, 2019","Nov 04, 2019"
CALIFORNIA ST UNIV REV,Government Related,Fixed Income,"59,789.07",0.08,"59,789.07","50,000.00",13077C3J1,US13077C3J14,-,118.74,United States,-,USD,4.36,1.62,1.0,"Nov 01, 2027",5.0,5.12,-,0.61,3.95,0.61,USD,"Apr 20, 2016","Apr 20, 2016"
SAN FRANCISCO CALIF CITY & CNT,Government Related,Fixed Income,"57,818.37",0.08,"57,818.37","50,000.00",79765RD89,US79765RD895,-,114.8,United States,-,USD,3.66,2.28,1.0,"Nov 01, 2027",5.0,5.09,-,0.51,3.1,0.51,USD,"Apr 16, 2015","Apr 16, 2015"
LAS VEGAS VALLEY NEV WTR DIST,Government Related,Fixed Income,"57,667.77",0.08,"57,667.77","50,000.00",5178406Q2,US5178406Q23,-,114.92,United States,-,USD,3.66,2.07,1.0,"Jun 01, 2027",5.0,4.79,-,0.58,3.18,0.58,USD,"Jun 01, 2015","Jun 01, 2015"
MASSACHUSETTS ST,Government Related,Fixed Income,"56,530.55",0.08,"56,530.55","45,000.00",57582RKK1,US57582RKK13,-,123.12,United States,-,USD,4.83,0.71,1.0,"Jul 01, 2027",5.0,4.84,-,0.71,4.84,0.71,USD,"Jul 07, 2016","Jul 07, 2016"
OHIO ST,Government Related,Fixed Income,"56,440.09",0.08,"56,440.09","45,000.00",677522UW2,US677522UW28,-,123.34,United States,-,USD,4.92,0.73,1.0,"Aug 01, 2027",5.0,4.92,-,0.73,4.92,0.73,USD,"Dec 21, 2017","Dec 21, 2017"
SANTA MONICA CALIF PUB FING AU,Municipals,Fixed Income,"56,421.51",0.08,"56,421.51","45,000.00",802437FN8,US802437FN83,-,122.88,United States,-,USD,5.86,2.3,1.0,"Jul 01, 2031",5.0,7.64,-,0.75,4.83,0.75,USD,"Sep 14, 2017","Sep 14, 2017"
ALABAMA ST HWY FIN CORP SPL OB,Municipals,Fixed Income,"56,384.70",0.08,"56,384.70","45,000.00",010573AG8,US010573AG81,-,123.22,United States,-,USD,4.92,0.75,1.0,"Aug 01, 2027",5.0,4.92,-,0.75,4.92,0.75,USD,"Aug 18, 2020","Aug 18, 2020"
OHIO ST,Government Related,Fixed Income,"56,375.90",0.08,"56,375.90","45,000.00",677522GM0,US677522GM02,-,123.61,United States,-,USD,5.0,0.74,1.0,"Sep 01, 2027",5.0,5.0,-,0.74,5.0,0.74,USD,"Sep 29, 2015","Sep 29, 2015"
SAN ANTONIO TEX,Government Related,Fixed Income,"56,357.03",0.08,"56,357.03","45,000.00",79623PAJ4,US79623PAJ49,-,123.15,United States,-,USD,4.92,0.76,1.0,"Aug 01, 2027",5.0,4.91,-,0.76,4.91,0.76,USD,"Aug 30, 2018","Aug 01, 2018"
BALTIMORE MD,Government Related,Fixed Income,"56,250.78",0.08,"56,250.78","45,000.00",059189UT5,US059189UT51,-,123.95,United States,-,USD,5.12,0.76,1.0,"Oct 15, 2027",5.0,5.12,-,0.76,5.12,0.76,USD,"Nov 15, 2017","Nov 15, 2017"
DENVER COLO CITY & CNTY ARPT R,Government Related,Fixed Income,"55,767.43",0.08,"55,767.43","45,000.00",249182MH6,US249182MH67,-,123.51,United States,-,USD,5.24,0.91,1.0,"Dec 01, 2027",5.0,5.24,-,0.91,5.24,0.91,USD,"Aug 28, 2018","Aug 28, 2018"
MECKLENBURG CNTY N C,Government Related,Fixed Income,"55,716.66",0.08,"55,716.66","45,000.00",584002VH9,US584002VH98,-,122.56,United States,-,USD,4.68,0.62,1.0,"Apr 01, 2027",5.0,4.69,-,0.62,4.69,0.62,USD,"Sep 12, 2017","Sep 12, 2017"
MIAMI-DADE CNTY FLA SCH DIST,Municipals,Fixed Income,"55,283.46",0.08,"55,283.46","45,000.00",59333RHN7,US59333RHN70,-,121.38,United States,-,USD,4.63,0.8,1.0,"Mar 15, 2027",5.0,4.63,-,0.8,4.63,0.8,USD,"May 02, 2017","May 02, 2017"
OHIO ST WTR DEV AUTH WTR POLLU,Government Related,Fixed Income,"55,241.52",0.08,"55,241.52","45,000.00",67766WXU1,US67766WXU16,-,122.34,United States,-,USD,5.4,1.77,1.0,"Jun 01, 2029",5.0,6.34,-,0.78,4.85,0.78,USD,"Apr 20, 2017","Apr 20, 2017"
KING CNTY WASH SWR REV,Government Related,Fixed Income,"54,818.72",0.08,"54,818.72","45,000.00",4952894F4,US4952894F40,-,119.32,United States,-,USD,4.3,1.34,1.0,"Jul 01, 2027",5.0,4.81,-,0.64,4.03,0.64,USD,"Oct 12, 2016","Oct 12, 2016"
WEST VY MISSION CMNTY COLLEGE,Municipals,Fixed Income,"53,153.42",0.07,"53,153.42","45,000.00",95640HEN4,US95640HEN44,-,116.04,United States,-,USD,3.76,1.95,1.0,"Aug 01, 2027",5.0,4.86,-,0.48,3.28,0.48,USD,"Feb 25, 2015","Feb 25, 2015"
