iShares® iBonds® Dec 2023 Term Muni Bond ETF
Fund Holdings as of,"Dec 31, 2021"
Inception Date,"Apr 11, 2017"
Shares Outstanding,"13,400,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Accrual Date,Effective Date
"NEW YORK N Y","Local Tax-Backed","Fixed Income","164,285.06","0.05","164,285.06","150,000.00","64966QLV0","US64966QLV04","-","107.44","United States","-","USD","1.51","0.29","1.00","Aug 01, 2023","5.00","1.51","-","0.29","1.51","0.29","USD","Sep 09, 2020","Sep 09, 2020"
"HARFORD CNTY MD","Local Tax-Backed","Fixed Income","164,244.68","0.05","164,244.68","150,000.00","412487EW6","US412487EW64","-","108.02","United States","-","USD","1.64","0.28","1.00","Sep 15, 2023","5.00","1.63","-","0.28","1.63","0.28","USD","Feb 23, 2017","Feb 23, 2017"
"WAKE CNTY N C LTD OBLIG","Local Tax-Backed","Fixed Income","164,248.45","0.05","164,248.45","150,000.00","930876EC7","US930876EC76","-","107.83","United States","-","USD","1.60","0.29","1.00","Sep 01, 2023","5.00","1.60","-","0.29","1.60","0.29","USD","Jun 27, 2019","Jun 27, 2019"
"CLARK CNTY NEV ARPT REV","Transportation","Fixed Income","164,228.11","0.05","164,228.11","150,000.00","18085PRE6","US18085PRE69","-","106.99","United States","-","USD","1.43","0.33","1.00","Jul 01, 2023","5.00","1.43","-","0.33","1.43","0.33","USD","Jul 01, 2019","Jul 01, 2019"
"LOUISIANA ST","State Tax-Backed","Fixed Income","164,197.00","0.05","164,197.00","150,000.00","546415P38","US546415P386","-","107.16","United States","-","USD","1.47","0.33","1.00","Jul 15, 2023","5.00","1.47","-","0.33","1.47","0.33","USD","May 30, 2013","May 30, 2013"
"DISTRICT COLUMBIA WTR & SWR AU","Utility","Fixed Income","164,184.32","0.05","164,184.32","150,000.00","254845LP3","US254845LP34","-","108.21","United States","-","USD","1.68","0.30","1.00","Oct 01, 2023","5.00","1.68","-","0.30","1.68","0.30","USD","Oct 15, 2015","Oct 15, 2015"
"LEWISVILLE TEX INDPT SCH DIST","School Districts","Fixed Income","164,179.63","0.05","164,179.63","150,000.00","52882PAF5","US52882PAF53","-","107.56","United States","-","USD","1.55","0.32","1.00","Aug 15, 2023","5.00","1.55","-","0.32","1.55","0.32","USD","Aug 01, 2017","Aug 01, 2017"
"PALM BEACH CNTY FLA SCH BRD CT","School Districts","Fixed Income","164,087.40","0.05","164,087.40","150,000.00","696550YM8","US696550YM88","-","107.31","United States","-","USD","1.51","0.37","1.00","Aug 01, 2023","5.00","1.51","-","0.37","1.51","0.37","USD","Jun 27, 2014","Jun 27, 2014"
"OHIO ST","State Tax-Backed","Fixed Income","164,088.62","0.05","164,088.62","150,000.00","677522QX5","US677522QX56","-","108.56","United States","-","USD","1.77","0.31","1.00","Nov 01, 2023","5.00","1.76","-","0.31","1.76","0.31","USD","Oct 03, 2017","Oct 03, 2017"
"LONG BEACH CALIF CMNTY COLLEGE","School Districts","Fixed Income","164,036.65","0.05","164,036.65","165,000.00","542411DG5","US542411DG52","-","99.42","United States","-","USD","1.33","0.44","1.00","May 01, 2023","0.00","1.33","-","0.44","1.33","0.44","USD","Nov 06, 2007","Nov 06, 2007"
"ORLANDO & ORANGE CNTY EXPWY AU","Transportation","Fixed Income","164,041.46","0.05","164,041.46","150,000.00","686543UL1","US686543UL19","-","106.86","United States","-","USD","1.43","0.41","1.00","Jul 01, 2023","5.00","1.43","-","0.41","1.43","0.41","USD","Jan 02, 2013","Jan 02, 2013"
"CALIFORNIA ST FOR PREVIOUS ISS","State Tax-Backed","Fixed Income","164,047.77","0.05","164,047.77","150,000.00","13063CJE1","US13063CJE12","-","108.95","United States","-","USD","1.85","0.31","1.00","Dec 01, 2023","5.00","1.85","-","0.31","1.85","0.31","USD","Mar 27, 2014","Mar 27, 2014"
"WEST VA SCH BLDG AUTH EXCESS L","State Tax-Backed","Fixed Income","164,041.46","0.05","164,041.46","150,000.00","95639DLL2","US95639DLL28","-","106.86","United States","-","USD","1.43","0.41","1.00","Jul 01, 2023","5.00","1.43","-","0.41","1.43","0.41","USD","Nov 19, 2015","Nov 19, 2015"
"DALLAS TEX AREA RAPID TRAN SAL","Local Tax-Backed","Fixed Income","163,987.46","0.05","163,987.46","150,000.00","235241SW7","US235241SW78","-","108.91","United States","-","USD","1.85","0.33","1.00","Dec 01, 2023","5.00","1.85","-","0.33","1.85","0.33","USD","Apr 09, 2019","Apr 09, 2019"
"OHIO ST HIGHER EDL FAC COMMN","Education","Fixed Income","163,957.34","0.05","163,957.34","150,000.00","67756DCD6","US67756DCD66","-","108.89","United States","-","USD","1.85","0.34","1.00","Dec 01, 2023","5.00","1.85","-","0.34","1.85","0.34","USD","Dec 03, 2013","Dec 03, 2013"
"WPPI ENERGY WIS PWR SUPPLY SYS","Utility","Fixed Income","163,692.27","0.05","163,692.27","150,000.00","92937NAJ3","US92937NAJ37","-","106.63","United States","-","USD","1.43","0.56","1.00","Jul 01, 2023","5.00","1.43","-","0.56","1.43","0.56","USD","Apr 18, 2013","Apr 18, 2013"
"LONG IS PWR AUTH N Y ELEC SYS","Utility","Fixed Income","163,701.74","0.05","163,701.74","150,000.00","542691EA4","US542691EA41","-","107.88","United States","-","USD","1.60","0.26","1.00","Sep 01, 2023","5.00","1.60","-","0.26","1.60","0.26","USD","Sep 30, 2021","Sep 30, 2021"
"NEW YORK ST DORM AUTH REVS NON","School Districts","Fixed Income","162,928.23","0.05","162,928.23","150,000.00","64990BK69","US64990BK697","-","107.37","United States","-","USD","1.68","0.75","1.00","Oct 01, 2023","5.00","1.67","-","0.75","1.67","0.75","USD","May 27, 2016","May 27, 2016"
"LOS ANGELES CALIF DEPT WTR & P","Utility","Fixed Income","161,478.87","0.05","161,478.87","150,000.00","5444956W9","US5444956W90","-","105.65","United States","-","USD","1.45","0.22","1.00","Jul 01, 2023","4.00","1.45","-","0.22","1.45","0.22","USD","May 09, 2019","May 09, 2019"
"WASHINGTON ST FOR ISSUES DTD P","State Tax-Backed","Fixed Income","161,441.94","0.05","161,441.94","150,000.00","93974DEQ7","US93974DEQ79","-","105.44","United States","-","USD","1.05","0.22","1.00","Feb 01, 2023","5.25","1.05","-","0.22","1.05","0.22","USD","Feb 05, 2014","Feb 05, 2014"
"NEW YORK N Y","Local Tax-Backed","Fixed Income","161,304.07","0.05","161,304.07","150,000.00","64966LRW3","US64966LRW36","-","105.87","United States","-","USD","1.53","0.28","1.00","Aug 01, 2023","4.00","1.53","-","0.28","1.53","0.28","USD","Sep 04, 2014","Sep 04, 2014"
"ENERGY NORTHWEST WASH ELEC REV","Utility","Fixed Income","161,293.62","0.05","161,293.62","150,000.00","29270CX59","US29270CX590","-","105.53","United States","-","USD","1.45","0.30","1.00","Jul 01, 2023","4.00","1.44","-","0.30","1.44","0.30","USD","Mar 29, 2018","Mar 29, 2018"
"GEORGIA ST","State Tax-Backed","Fixed Income","160,933.34","0.05","160,933.34","150,000.00","3733843X2","US3733843X29","-","105.21","United States","-","USD","1.05","0.19","1.00","Feb 01, 2023","5.00","1.05","-","0.19","1.05","0.19","USD","Jul 07, 2016","Jul 07, 2016"
"KLEIN TEX INDPT SCH DIST","School Districts","Fixed Income","160,899.89","0.05","160,899.89","150,000.00","498531MS8","US498531MS81","-","105.18","United States","-","USD","1.05","0.21","1.00","Feb 01, 2023","5.00","1.05","-","0.21","1.05","0.21","USD","May 07, 2019","May 01, 2019"
"VIRGINIA ST PUB SCH AUTH SPL O","Local Tax-Backed","Fixed Income","160,840.32","0.05","160,840.32","150,000.00","92817TGX8","US92817TGX81","-","105.56","United States","-","USD","1.13","0.23","1.00","Mar 01, 2023","5.00","1.13","-","0.23","1.13","0.23","USD","Mar 09, 2017","Mar 09, 2017"
"NEW YORK ST DORM AUTH ST PERS","State Tax-Backed","Fixed Income","160,844.94","0.05","160,844.94","150,000.00","64990FF33","US64990FF334","-","105.34","United States","-","USD","1.09","0.23","1.00","Feb 15, 2023","5.00","1.09","-","0.23","1.09","0.23","USD","Oct 13, 2017","Oct 13, 2017"
"SOUTH CAROLINA ST","State Tax-Backed","Fixed Income","160,833.54","0.05","160,833.54","150,000.00","83710RNR4","US83710RNR48","-","105.97","United States","-","USD","1.22","0.21","1.00","Apr 01, 2023","5.00","1.21","-","0.21","1.21","0.21","USD","Mar 01, 2016","Mar 01, 2016"
"MIAMI-DADE CNTY FLA SCH DIST","School Districts","Fixed Income","160,819.05","0.05","160,819.05","150,000.00","59333RHJ6","US59333RHJ68","-","105.74","United States","-","USD","1.17","0.23","1.00","Mar 15, 2023","5.00","1.17","-","0.23","1.17","0.23","USD","May 02, 2017","May 02, 2017"
"TEXAS ST","State Tax-Backed","Fixed Income","160,794.75","0.05","160,794.75","150,000.00","882723RA9","US882723RA97","-","105.95","United States","-","USD","1.22","0.23","1.00","Apr 01, 2023","5.00","1.21","-","0.23","1.21","0.23","USD","Oct 15, 2014","Oct 15, 2014"
"MIAMI-DADE CNTY FLA SCH BRD CT","School Districts","Fixed Income","160,799.57","0.05","160,799.57","150,000.00","59333MT39","US59333MT398","-","105.12","United States","-","USD","1.05","0.27","1.00","Feb 01, 2023","5.00","1.05","-","0.27","1.05","0.27","USD","Dec 16, 2015","Dec 16, 2015"
"RHODE ISLAND ST & PROVIDENCE P","State Tax-Backed","Fixed Income","160,725.73","0.05","160,725.73","150,000.00","76222RTN2","US76222RTN25","-","106.32","United States","-","USD","1.30","0.25","1.00","May 01, 2023","5.00","1.30","-","0.25","1.30","0.25","USD","May 10, 2016","May 10, 2016"
"FLORIDA ST BRD ED PUB ED","State Tax-Backed","Fixed Income","160,695.42","0.05","160,695.42","150,000.00","34153QDN3","US34153QDN34","-","106.71","United States","-","USD","1.38","0.25","1.00","Jun 01, 2023","5.00","1.38","-","0.25","1.38","0.25","USD","Jul 14, 2016","Jul 14, 2016"
"NORTH CAROLINA ST","State Tax-Backed","Fixed Income","160,651.33","0.05","160,651.33","150,000.00","658256V58","US658256V584","-","106.68","United States","-","USD","1.38","0.27","1.00","Jun 01, 2023","5.00","1.38","-","0.27","1.38","0.27","USD","Apr 30, 2014","Apr 30, 2014"
"GEORGIA ST RD & TWY AUTH REV","Transportation","Fixed Income","160,629.28","0.05","160,629.28","150,000.00","37358MDR9","US37358MDR97","-","106.67","United States","-","USD","1.38","0.28","1.00","Jun 01, 2023","5.00","1.38","-","0.28","1.38","0.28","USD","Aug 01, 2017","Aug 01, 2017"
"CONNECTICUT ST","State Tax-Backed","Fixed Income","160,651.85","0.05","160,651.85","150,000.00","20772KAQ2","US20772KAQ22","-","106.05","United States","-","USD","1.26","0.30","1.00","Apr 15, 2023","5.00","1.25","-","0.30","1.25","0.30","USD","Apr 11, 2018","Apr 11, 2018"
"NEW JERSEY ECONOMIC DEV AUTH R","State Tax-Backed","Fixed Income","160,194.71","0.05","160,194.71","150,000.00","64577B5J9","US64577B5J94","-","106.57","United States","-","USD","1.42","0.46","1.00","Jun 15, 2023","5.00","1.42","-","0.46","1.42","0.46","USD","Nov 28, 2018","Nov 28, 2018"
"PURDUE UNIV IND CTFS PARTN","Education","Fixed Income","159,610.03","0.05","159,610.03","145,000.00","746173FD0","US746173FD09","-","107.45","United States","-","USD","1.43","0.27","1.00","Jul 01, 2023","5.25","1.43","-","0.27","1.43","0.27","USD","Dec 01, 2006","Dec 01, 2006"
"SAN MATEO CNTY CALIF CMNTY COLLEGE","School Districts","Fixed Income","159,118.66","0.05","159,118.66","160,000.00","799038DE1","US799038DE12","-","99.45","United States","-","USD","1.67","0.33","1.00","Sep 01, 2023","0.00","1.66","-","0.33","1.66","0.33","USD","Apr 26, 2006","Apr 26, 2006"
"SANTA FE CNTY N MEX","Local Tax-Backed","Fixed Income","158,844.17","0.05","158,844.17","145,000.00","801889NV4","US801889NV47","-","107.05","United States","-","USD","1.43","0.29","1.00","Jul 01, 2023","5.00","1.43","-","0.29","1.43","0.29","USD","May 26, 2015","May 26, 2015"
"HONOLULU HAWAII CITY & CNTY","Local Tax-Backed","Fixed Income","158,658.46","0.05","158,658.46","145,000.00","4386702T7","US4386702T70","-","108.17","United States","-","USD","1.68","0.31","1.00","Oct 01, 2023","5.00","1.68","-","0.31","1.68","0.31","USD","Apr 02, 2015","Apr 02, 2015"
"OREGON ST DEPT TRANSN HWY USER","State Tax-Backed","Fixed Income","158,586.32","0.05","158,586.32","145,000.00","68607DST3","US68607DST36","-","108.73","United States","-","USD","1.80","0.32","1.00","Nov 15, 2023","5.00","1.80","-","0.32","1.80","0.32","USD","Jun 08, 2017","Jun 08, 2017"
"OHIO ST","State Tax-Backed","Fixed Income","158,471.82","0.05","158,471.82","150,000.00","6775222A1","US6775222A17","-","104.98","United States","-","USD","1.30","0.26","1.00","May 01, 2023","4.00","1.30","-","0.26","1.30","0.26","USD","Jun 18, 2020","Jun 18, 2020"
"MASSACHUSETTS ST COLLEGE BLDG","Education","Fixed Income","158,389.72","0.05","158,389.72","150,000.00","575831CA8","US575831CA85","-","104.93","United States","-","USD","1.30","0.30","1.00","May 01, 2023","4.00","1.30","-","0.30","1.30","0.30","USD","Feb 25, 2016","Feb 25, 2016"
"RHODE ISLAND ST & PROVIDENCE P","State Tax-Backed","Fixed Income","158,340.65","0.05","158,340.65","145,000.00","76222WGJ4","US76222WGJ45","-","107.95","United States","-","USD","1.68","0.43","1.00","Oct 01, 2023","5.00","1.68","-","0.43","1.68","0.43","USD","May 02, 2013","May 02, 2013"
"CONNECTICUT ST","State Tax-Backed","Fixed Income","156,099.71","0.04","156,099.71","150,000.00","20772KML0","US20772KML07","-","103.82","United States","-","USD","1.39","0.30","1.00","Jun 01, 2023","3.00","1.39","-","0.30","1.39","0.30","USD","Jun 04, 2021","Jun 04, 2021"
"VIRGINIA ST PUB BLDG AUTH PUB","State Tax-Backed","Fixed Income","155,974.61","0.04","155,974.61","145,000.00","928172YS8","US928172YS87","-","105.90","United States","-","USD","1.53","0.26","1.00","Aug 01, 2023","4.00","1.53","-","0.26","1.53","0.26","USD","Feb 23, 2012","Feb 23, 2012"
"HONOLULU HAWAII CITY & CNTY","Local Tax-Backed","Fixed Income","155,842.60","0.04","155,842.60","145,000.00","438687BY0","US438687BY01","-","106.14","United States","-","USD","1.61","0.30","1.00","Sep 01, 2023","4.00","1.61","-","0.30","1.61","0.30","USD","Sep 14, 2017","Sep 14, 2017"
"ILLINOIS ST","State Tax-Backed","Fixed Income","155,762.30","0.04","155,762.30","145,000.00","4521526F3","US4521526F31","-","106.53","United States","-","USD","1.29","0.46","1.00","May 01, 2023","5.38","1.29","-","0.46","1.29","0.46","USD","May 18, 2020","May 18, 2020"
"TARRANT TX REGL WTR DIST WTR REVEN","Utility","Fixed Income","155,478.97","0.04","155,478.97","145,000.00","876443PB2","US876443PB24","-","105.56","United States","-","USD","1.13","0.23","1.00","Mar 01, 2023","5.00","1.13","-","0.23","1.13","0.23","USD","May 10, 2016","Apr 01, 2016"
"SOUTH CAROLINA ST","State Tax-Backed","Fixed Income","155,472.42","0.04","155,472.42","145,000.00","83710RSB4","US83710RSB41","-","105.97","United States","-","USD","1.22","0.21","1.00","Apr 01, 2023","5.00","1.21","-","0.21","1.21","0.21","USD","Aug 24, 2017","Aug 24, 2017"
"CONNECTICUT ST SPL TAX OBLIG R","State Tax-Backed","Fixed Income","155,425.28","0.04","155,425.28","145,000.00","207758PZ0","US207758PZ07","-","104.69","United States","-","USD","0.97","0.30","1.00","Jan 01, 2023","5.00","0.97","-","0.30","0.97","0.30","USD","Dec 21, 2012","Dec 21, 2012"
"OREGON ST DEPT ADMINISTRATIVE","State Tax-Backed","Fixed Income","155,434.93","0.04","155,434.93","145,000.00","68607VJ22","US68607VJ222","-","105.95","United States","-","USD","1.22","0.23","1.00","Apr 01, 2023","5.00","1.21","-","0.23","1.21","0.23","USD","Jul 29, 2014","Jul 29, 2014"
"AUSTIN TEX WTR & WASTEWATER SY","Utility","Fixed Income","155,344.54","0.04","155,344.54","145,000.00","052476Q27","US052476Q275","-","106.50","United States","-","USD","1.33","0.26","1.00","May 15, 2023","5.00","1.34","-","0.26","1.34","0.26","USD","Aug 18, 2015","Aug 18, 2015"
"IOWA ST SPL OBLIG","State Tax-Backed","Fixed Income","155,204.71","0.04","155,204.71","145,000.00","46257TEL9","US46257TEL98","-","106.82","United States","-","USD","1.42","0.30","1.00","Jun 15, 2023","5.00","1.42","-","0.30","1.42","0.30","USD","Jul 28, 2016","Jul 28, 2016"
"UNIVERSITY TEX PERM UNIV FD","Education","Fixed Income","153,410.42","0.04","153,410.42","140,000.00","9151157N3","US9151157N38","-","107.08","United States","-","USD","1.43","0.27","1.00","Jul 01, 2023","5.00","1.43","-","0.27","1.43","0.27","USD","Sep 01, 2016","Sep 01, 2016"
"PHOENIX ARIZ CIVIC IMPT CORP E","Local Tax-Backed","Fixed Income","153,432.23","0.04","153,432.23","140,000.00","71884AA58","US71884AA589","-","107.09","United States","-","USD","1.43","0.26","1.00","Jul 01, 2023","5.00","1.43","-","0.26","1.43","0.26","USD","Jun 01, 2017","Jun 01, 2017"
"FLORIDA ST TPK AUTH TPK REV","Transportation","Fixed Income","153,432.23","0.04","153,432.23","140,000.00","343137HD0","US343137HD08","-","107.09","United States","-","USD","1.43","0.26","1.00","Jul 01, 2023","5.00","1.43","-","0.26","1.43","0.26","USD","Jan 05, 2021","Jan 05, 2021"
"NORTHSIDE TEX INDPT SCH DIST","School Districts","Fixed Income","153,400.04","0.04","153,400.04","140,000.00","66702RSU7","US66702RSU76","-","107.68","United States","-","USD","1.55","0.25","1.00","Aug 15, 2023","5.00","1.55","-","0.25","1.55","0.25","USD","Dec 06, 2017","Nov 01, 2017"
"TENNESSEE ST","State Tax-Backed","Fixed Income","153,355.81","0.04","153,355.81","140,000.00","880541XE2","US880541XE24","-","107.46","United States","-","USD","1.51","0.28","1.00","Aug 01, 2023","5.00","1.51","-","0.28","1.51","0.28","USD","Aug 25, 2016","Aug 25, 2016"
"OKLAHOMA ST CAPITOL IMPT AUTH","State Tax-Backed","Fixed Income","153,323.17","0.04","153,323.17","140,000.00","679088AV6","US679088AV66","-","107.02","United States","-","USD","1.43","0.31","1.00","Jul 01, 2023","5.00","1.43","-","0.31","1.43","0.31","USD","Apr 09, 2014","Apr 09, 2014"
"FOOTHILL-DE ANZA CALIF CMNTY C","School Districts","Fixed Income","153,332.72","0.04","153,332.72","140,000.00","345102KX4","US345102KX47","-","107.44","United States","-","USD","1.51","0.29","1.00","Aug 01, 2023","5.00","1.51","-","0.29","1.51","0.29","USD","Aug 19, 2014","Aug 19, 2014"
"CALIFORNIA ST FOR PREVIOUS ISS","State Tax-Backed","Fixed Income","153,298.55","0.04","153,298.55","140,000.00","13063CEN6","US13063CEN65","-","107.83","United States","-","USD","1.60","0.29","1.00","Sep 01, 2023","5.00","1.60","-","0.29","1.60","0.29","USD","Sep 10, 2013","Sep 10, 2013"
"LOUDOUN CNTY VA","Local Tax-Backed","Fixed Income","153,223.86","0.04","153,223.86","140,000.00","54589TEZ1","US54589TEZ12","-","109.03","United States","-","USD","1.85","0.27","1.00","Dec 01, 2023","5.00","1.85","-","0.27","1.85","0.27","USD","Jun 07, 2016","Jun 07, 2016"
"GEORGIA ST","State Tax-Backed","Fixed Income","153,223.86","0.04","153,223.86","140,000.00","3733846S0","US3733846S07","-","109.03","United States","-","USD","1.85","0.27","1.00","Dec 01, 2023","5.00","1.85","-","0.27","1.85","0.27","USD","Nov 17, 2016","Nov 17, 2016"
"TRIBOROUGH BRDG & TUNL AUTH N","Transportation","Fixed Income","153,090.38","0.04","153,090.38","140,000.00","89602NY65","US89602NY653","-","108.71","United States","-","USD","1.80","0.33","1.00","Nov 15, 2023","5.00","1.80","-","0.33","1.80","0.33","USD","Feb 06, 2014","Feb 06, 2014"
"HOUSTON TEX UTIL SYS REV FOR I","Utility","Fixed Income","153,062.92","0.04","153,062.92","140,000.00","44244CGF8","US44244CGF86","-","108.69","United States","-","USD","1.80","0.34","1.00","Nov 15, 2023","5.00","1.80","-","0.34","1.80","0.34","USD","Mar 08, 2016","Mar 08, 2016"
"HOUSTON TEX UTIL SYS REV","Utility","Fixed Income","153,062.92","0.04","153,062.92","140,000.00","44244CMT1","US44244CMT17","-","108.69","United States","-","USD","1.80","0.34","1.00","Nov 15, 2023","5.00","1.80","-","0.34","1.80","0.34","USD","May 04, 2017","May 01, 2017"
"SNOHOMISH CNTY WASH SCH DIST N","School Districts","Fixed Income","152,802.10","0.04","152,802.10","140,000.00","833124QD5","US833124QD51","-","108.73","United States","-","USD","1.85","0.42","1.00","Dec 01, 2023","5.00","1.84","-","0.42","1.84","0.42","USD","Jun 30, 2016","Jun 30, 2016"
"METROPOLITAN TRANSN AUTH N Y R","Transportation","Fixed Income","152,567.01","0.04","152,567.01","140,000.00","59261AAG2","US59261AAG22","-","108.34","United States","-","USD","1.80","0.52","1.00","Nov 15, 2023","5.00","1.80","-","0.52","1.80","0.52","USD","Dec 17, 2015","Dec 17, 2015"
"DELAWARE ST","State Tax-Backed","Fixed Income","150,151.34","0.04","150,151.34","140,000.00","246381GR2","US246381GR27","-","105.58","United States","-","USD","1.13","0.21","1.00","Mar 01, 2023","5.00","1.13","-","0.21","1.13","0.21","USD","Mar 16, 2016","Mar 16, 2016"
